Year,City,Mascote,Tipo
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
1896,Athens,,
