Id_Athlete,Athlete,Gender,Medal
,"LUKE, Theresa",Women,Bronze
,"MCDERMID, Heather",Women,Bronze
,"ROBINSON, Emma",Women,Bronze
,"THOMPSON, Lesley Allison",Women,Bronze
,"URBANIAK, Dorota",Women,Bronze
,"ANDRUNACHE, Georgeta",Women,Gold
,"COCHELEA, Veronica",Women,Gold
,"DUMITRACHE, Maria Magdalena",Women,Gold
,"GAFENCU, Liliana",Women,Gold
,"GEORGESCU, Elena",Women,Gold
,"IGNAT, Doina",Women,Gold
,"LIPA, Elisabeta",Women,Gold
,"OLTEANU, Ioana",Women,Gold
,"SUSANU, Viorica",Women,Gold
,"APPELDOORN, Tessa",Women,Silver
,"BEEK TER, Carin",Women,Silver
,"MEIJER, Elien",Women,Silver
,"PENNINX, Nelleke",Women,Silver
,"QUIK, Martijntje",Women,Silver
,"VAN DISHOECK, Pieta",Women,Silver
,"VAN NES, Eeke",Women,Silver
,"VENEMA, Anneke",Women,Silver
,"WESTERHOF, Marieke",Women,Silver
,"DODWELL, Ben Philip",Men,Bronze
,"HANSON, Boden Joseph",Men,Bronze
,"STEWART, Geoff",Men,Bronze
,"STEWART, James",Men,Bronze
,"CRACKNELL, James",Men,Gold
,"FOSTER, Tim James",Men,Gold
,"PINSENT, Matthew",Men,Gold
,"REDGRAVE, Steven",Men,Gold
,"CARBONCINI, Lorenzo",Men,Silver
,"DEI ROSSI, Riccardo",Men,Silver
,"MOLEA, Walter",Men,Silver
,"MORNATI, Carlo",Men,Silver
,"EBBESEN, Eskild Balschmidt",Men,Bronze
,"EBERT, Thomas",Men,Bronze
,"FEDDERSEN, Victor",Men,Bronze
,"MADSEN, Soren",Men,Bronze
,"BETTE, Jean-Christophe",Men,Gold
,"DORFMANN, Xavier",Men,Gold
,"HOCDE, Yves",Men,Gold
,"PORCHIER, Laurent",Men,Gold
,"BALMFORTH, Darren",Men,Silver
,"BURGESS, Simon",Men,Silver
,"EDWARDS, Anthony",Men,Silver
,"RICHARDS, Robert",Men,Silver
,"CHAPELLE, Thibaud",Men,Bronze
,"TOURON, Pascal",Men,Bronze
,"KUCHARSKI, Tomasz",Men,Gold
,"SYCZ, Robert",Men,Gold
,"LUINI, Elia",Men,Silver
,"PETTINARI, Leonardo",Men,Silver
,"COLLINS, Christine",Women,Bronze
,"GARNER, Sarah",Women,Bronze
,"ALUPEI, Angela",Women,Gold
,"BURCICA, Constanta",Women,Gold
,"BLASBERG, Claudia",Women,Silver
,"VIEHOFF, Valerie",Women,Silver
,"KRAFT, Karen",Women,Bronze
,"RYAN, Melissa",Women,Bronze
,"ANDRUNACHE, Georgeta",Women,Gold
,"IGNAT, Doina",Women,Gold
,"SLATTER, Kate Elizabeth",Women,Silver
,"TAYLOR, Rachael",Women,Silver
,"GEISLER, Marco",Men,Bronze
,"HAJEK, Andreas",Men,Bronze
,"VOLKERT, Stephan",Men,Bronze
,"WILLMS, Andre",Men,Bronze
,"ABBAGNALE, Agostino",Men,Gold
,"GALTAROSSA, Rossano",Men,Gold
,"RAINERI, Simone",Men,Gold
,"SARTORI, Alessio",Men,Gold
,"BARTMAN, Michiel",Men,Silver
,"LIPPITS, Dirk",Men,Silver
,"SIMON, Diederik",Men,Silver
,"VERBERNE, Jochem",Men,Silver
,"DORODNOVA, Oxana",Women,Bronze
,"FEDOTOVA, Irina",Women,Bronze
,"LEVINA, Yulia",Women,Bronze
,"MERK, Larisa",Women,Bronze
,"EVERS, Meike",Women,Gold
,"KOWALSKI, Kerstin",Women,Gold
,"KOWALSKI, Manja",Women,Gold
,"LUTZE, Manuela",Women,Gold
,"BATTEN, Guin",Women,Silver
,"BATTEN, Miriam",Women,Silver
,"GRAINGER, Katherine",Women,Silver
,"LINDSAY, Gillian Anne",Women,Silver
,"HACKER, Marcel",Men,Bronze
,"WADDELL, Rob",Men,Gold
,"MUELLER, Xeno",Men,Silver
,"RUTSCHOW, Katrin",Women,Bronze
,"KARSTEN, Ekaterina",Women,Gold
,"NEYKOVA, Rumyana",Women,Silver
,"CONTE, Javier",Men,Bronze
,"DE LA FUENTE, Juan",Men,Bronze
,"KING, Tom",Men,Gold
,"TURNBULL, Mark",Men,Gold
,"FOERSTER, Paul",Men,Silver
,"MERRICK, Robert",Men,Silver
,"PAKHOLCHIK, Olena",Women,Bronze
,"TARAN, Ruslana",Women,Bronze
,"ARMSTRONG, Jenny",Women,Gold
,"STOWELL, Belinda",Women,Gold
,"GLASER, Sarah",Women,Silver
,"ISLER, Jennifer",Women,Silver
,"MCKEE, Charles",Men,Bronze
,"MCKEE, Jonathan Dunn",Men,Bronze
,"JARVI, Jyrki",Men,Gold
,"JOHANSON, Thomas",Men,Gold
,"BARKER, Ian",Men,Silver
,"HISCOCKS, Simon",Men,Silver
,"MCINTOSH, Aaron",Men,Bronze
,"SIEBER, Christoph",Men,Gold
,"ESPINOLA, Carlos",Men,Silver
,"KENDALL, Barbara",Women,Bronze
,"SENSINI, Alessandra",Women,Gold
,"LUX, Amelie",Women,Silver
,"DAVIS, Paul",Men,Bronze
,"JOHANNESSEN, Herman Horn",Men,Bronze
,"STOKKELAND, Espen",Men,Bronze
,"BANK, Jesper",Men,Gold
,"BLAKSKJAER, Henrik",Men,Gold
,"JACOBSEN, Thomas",Men,Gold
,"BAHR, Gunnar",Men,Silver
,"BORKOWSKI, Ingo",Men,Silver
,"SCHÜMANN, Jochen",Men,Silver
,"AMATO, Serena",Women,Bronze
,"ROBERTSON, Shirley",Women,Gold
,"MATTHIJSSE, Margriet",Women,Silver
,"LOOF, Fredrik",Men,Bronze
,"PERCY, Iain",Men,Gold
,"DEVOTI, Luca",Men,Silver
,"BLACKBURN, Michael",Men,Bronze
,"AINSLIE, Ben",Men,Gold
,"SCHEIDT, Robert",Men,Silver
,"GAEBLER, Roland",Men,Bronze
,"SCHWALL, Rene",Men,Bronze
,"HAGARA, Roman",Men,Gold
,"STEINACHER, Hans Peter",Men,Gold
,"BUNDOCK, Darren",Men,Silver
,"FORBES, John",Men,Silver
,"FERREIRA, Marcelo",Men,Bronze
,"GRAEL, Torben",Men,Bronze
,"LILJEDAHL, Magnus",Men,Gold
,"REYNOLDS, Mark Jeffrey",Men,Gold
,"COVELL, Mark",Men,Silver
,"WALKER, Ian",Men,Silver
,"FORDER, Annemarie",Women,Bronze
,"TAO, Luna",Women,Gold
,"SEKARIC, Jasna",Women,Silver
,"BASINSKI, Igor",Men,Bronze
,"DUMOULIN, Franck",Men,Gold
,"WANG, Yifu",Men,Silver
,"GAO, Jing",Women,Bronze
,"JOHNSON, Nancy",Women,Gold
,"KANG, Cho-Hyun",Women,Silver
,"ALEINIKOV, Evgeni",Men,Bronze
,"CAI, Yalin",Men,Gold
,"KHADJIBEKOV, Artem",Men,Silver
,"NIU, Zhiyuan",Men,Bronze
,"YANG, Ling",Men,Gold
,"MOLDOVAN, Oleg",Men,Silver
,"EVGLEVSKAYA, Lolita",Women,Bronze
,"GROZDEVA, Maria",Women,Gold
,"TAO, Luna",Women,Silver
,"RAICEA, Iulian",Men,Bronze
,"ALIFIRENKO, Sergei",Men,Gold
,"ANSERMET, Michel",Men,Silver
,"TENK, Martin",Men,Bronze
,"KIRIAKOV, Tanyu",Men,Gold
,"BASINSKI, Igor",Men,Silver
,"FEKLISTOVA, Maria",Women,Bronze
,"MAUER, Renata",Women,Gold
,"GOLDOBINA, Tatiana",Women,Silver
,"STENVAAG, Harald",Men,Bronze
,"DEBEVEC, Rajmond",Men,Gold
,"HIRVI, Juha",Men,Silver
,"MARTYNOV, Sergei",Men,Bronze
,"EDMAN, Jonas",Men,Gold
,"GRIMMEL, Torben",Men,Silver
,"RHODE, Kimberly",Women,Bronze
,"HANSEN, Pia",Women,Gold
,"GELISIO, Deborah",Women,Silver
,"ALDEEHANI, Fehaid",Men,Bronze
,"FAULDS, Richard",Men,Gold
,"MARK, Russell",Men,Silver
,"GRAVES, James",Men,Bronze
,"MILCHEV, Mykola",Men,Gold
,"MALEK, Petr",Men,Silver
,"IGALY, Diana",Women,Bronze
,"MEFTAKHETDINOVA, Zemfira",Women,Gold
,"DEMINA, Svetlana",Women,Silver
,"PELLIELO, Giovanni",Men,Bronze
,"DIAMOND, Michael",Men,Gold
,"PEEL, Ian",Men,Silver
,"GAO, E",Women,Bronze
,"GUDZINEVICIUTE, Daina",Women,Gold
,"RACINET, Delphine",Women,Silver
,"ALLEN, Sandra",Women,Bronze
,"BROWN, Joanne",Women,Bronze
,"DIENELT, Kerry",Women,Bronze
,"EDEBONE, Peta",Women,Bronze
,"FAIRHURST, Sue",Women,Bronze
,"FOLLAS, Selina",Women,Bronze
,"HANES, Fiona",Women,Bronze
,"HARDIE, Kelly",Women,Bronze
,"HARDING, Tanya",Women,Bronze
,"MCDERMID, Sally",Women,Bronze
,"MORROW, Simmone",Women,Bronze
,"ROCHE, Melanie",Women,Bronze
,"TITCUME, Natalie",Women,Bronze
,"WARD, Natalie",Women,Bronze
,"WILKINS, Brooke",Women,Bronze
,"AMBROSI, Christie",Women,Gold
,"BERG, Laura",Women,Gold
,"BRUNDAGE, Jennifer",Women,Gold
,"BUSTOS, Crystl",Women,Gold
,"CORNELL, Sheila",Women,Gold
,"FERNANDEZ, Lisa",Women,Gold
,"HARRIGAN, Lori",Women,Gold
,"HENDERSON, Danielle",Women,Gold
,"MCFALLS, Jennifer",Women,Gold
,"NUVEMAN, Stacey",Women,Gold
,"O'BRIEN, Leah",Women,Gold
,"RICHARDSON, Dorothy",Women,Gold
,"SMITH, Michele",Women,Gold
,"VENTURELLA, Michelle",Women,Gold
,"WILLIAMS, Christa Lee",Women,Gold
,"ANDO, Misako",Women,Silver
,"FUJII, Yumiko",Women,Silver
,"ISHIKAWA, Taeko",Women,Silver
,"ITO, Kazue",Women,Silver
,"KOBAYASHI, Yoshimi",Women,Silver
,"KOSEKI, Shiori",Women,Silver
,"MASUBUCHI, Mariko",Women,Silver
,"MATSUMOTO, Naomi",Women,Silver
,"NAITO, Emi",Women,Silver
,"SAITO, Haruka",Women,Silver
,"TAKAYAMA, Juri",Women,Silver
,"TAMOTO, Hiroko",Women,Silver
,"UTSUGI, Reika",Women,Silver
,"YAMADA, Miyo",Women,Silver
,"YAMAJI, Noriko",Women,Silver
,"CHILA, Patrick Antoine Edouard",Men,Bronze
,"GATIEN, Jean-Philippe",Men,Bronze
,"WANG, Liqin",Men,Gold
,"YAN, Sen",Men,Gold
,"KONG, Linghui",Men,Silver
,"LIU, Guoliang",Men,Silver
,"KIM, Moo-Kyo",Women,Bronze
,"RYU, Ji-Hye",Women,Bronze
,"LI, Ju",Women,Gold
,"WANG, Nan",Women,Gold
,"SUN, Jin",Women,Silver
,"YANG, Ying",Women,Silver
,"LIU, Guoliang",Men,Bronze
,"KONG, Linghui",Men,Gold
,"WALDNER, Jan-Ove",Men,Silver
,"CHEN, Jing",Women,Bronze
,"WANG, Nan",Women,Gold
,"LI, Ju",Women,Silver
,"CHI, Shu-Ju",Women,Bronze
,"BURNS, Lauren",Women,Gold
,"MELENDEZ RODRIGUEZ, Urbia",Women,Silver
,"HUANG, Chih Hsiung",Men,Bronze
,"MOUROUTSOS, Michail",Men,Gold
,"ESPARZA, Gabriel",Men,Silver
,"BOSSHART, Dominique",Women,Bronze
,"CHEN, Zhong",Women,Gold
,"IVANOVA, Natalia",Women,Silver
,"GENTIL, Pascal",Men,Bronze
,"KIM, Kyong-Hun",Men,Gold
,"TRENTON, Daniel",Men,Silver
,"BIKCIN, Hamide",Women,Bronze
,"JUNG, Jae-Eun",Women,Gold
,"TRAN, Hieu Ngan",Women,Silver
,"OKAMOTO, Yoriko",Women,Bronze
,"LEE, Sun-Hee",Women,Gold
,"GUNDERSEN, Trude",Women,Silver
,"SAEI, Hadi",Men,Bronze
,"LOPEZ, Steven",Men,Gold
,"SIN, Joon-Sik",Men,Silver
,"ESTRADA GARIBAY, Victor Manuel",Men,Bronze
,"MATOS, Angel Valodia",Men,Gold
,"EBNOUTALIB, Faissal",Men,Silver
,"CORRETJA, Alex",Men,Bronze
,"COSTA, Alberto",Men,Bronze
,"LAREAU, Sebastien",Men,Gold
,"NESTOR, Daniel",Men,Gold
,"WOODBRIDGE, Todd",Men,Silver
,"WOODFORDE, Mark",Men,Silver
,"CALLENS, Els",Women,Bronze
,"VAN ROOST, Dominique",Women,Bronze
,"WILLIAMS, Serena",Women,Gold
,"WILLIAMS, Venus",Women,Gold
,"BOOGERT, Kristie",Women,Silver
,"OREMANS, Miriam",Women,Silver
,"DI PASQUALE, Arnaud",Men,Bronze
,"KAFELNIKOV, Eugueni",Men,Gold
,"HAAS, Tommy",Men,Silver
,"SELES, Monica",Women,Bronze
,"WILLIAMS, Venus",Women,Gold
,"DEMENTIEVA, Elena",Women,Silver
,"REHULA, Jan",Men,Bronze
,"WHITFIELD, Simon",Men,Gold
,"VUCKOVIC, Stephan",Men,Silver
,"MESSMER, Magali",Women,Bronze
,"MCMAHON, Brigitte",Women,Gold
,"JONES, Michellie",Women,Silver
,"AHMANN, Jörg",Men,Bronze
,"HAGER, Axel",Men,Bronze
,"BLANTON, Dain",Men,Gold
,"FONOIMOANA, Eric",Men,Gold
,"MELO, Jose Marco",Men,Silver
,"SANTOS, Ricardo",Men,Silver
,"PIRES, Sandra",Women,Bronze
,"SAMUEL RAMOS, Adriana",Women,Bronze
,"COOK, Natalie",Women,Gold
,"POTTHARST, Kerri",Women,Gold
,"BEDE, Shelda",Women,Silver
,"BEHAR, Adriana",Women,Silver
,"BRACCI, Marco",Men,Bronze
,"CORSANO, Mirko",Men,Bronze
,"FEI, Alessandro",Men,Bronze
,"GARDINI, Andrea",Men,Bronze
,"GIANI, Andrea",Men,Bronze
,"GRAVINA, Pasquale",Men,Bronze
,"MASTRANGELO, Luigi",Men,Bronze
,"MEONI, Marco",Men,Bronze
,"PAPI, Samuele",Men,Bronze
,"ROSALBA, Simone",Men,Bronze
,"SARTORETTI, Andrea",Men,Bronze
,"TOFOLI, Paolo",Men,Bronze
,"BATEZ, Vladimir",Men,Gold
,"BOSKAN, Slobodan",Men,Gold
,"GERIC, Andrija",Men,Gold
,"GRBIC, Nikola",Men,Gold
,"GRBIC, Vladimir",Men,Gold
,"KOVAC, Slobodan",Men,Gold
,"MESTER, Djula",Men,Gold
,"MIJIC, Vasa",Men,Gold
,"MILJKOVIC, Ivan",Men,Gold
,"PETKOVIC, Veljko",Men,Gold
,"VUJEVIC, Goran",Men,Gold
,"VUSUROVIC, Igor",Men,Gold
,"CHOULEPOV, Igor",Men,Silver
,"GORYUSHEV, Valeriy",Men,Silver
,"GUERASSIMOV, Alexandre",Men,Silver
,"IAKOVLEV, Roman",Men,Silver
,"KAZAKOV, Alexei",Men,Silver
,"KHAMUTTSKIKH, Vadim",Men,Silver
,"KULESHOV, Alexey",Men,Silver
,"MITKOV, Evgueni",Men,Silver
,"OLIKHVER, Ruslan",Men,Silver
,"SAVELIEV, Ilia",Men,Silver
,"TETYUKHIN, Sergey",Men,Silver
,"USHAKOV, Konstantin",Men,Silver
,"BARROS, Leila",Women,Bronze
,"COIMBRA, Erika",Women,Bronze
,"CONCEICAO, Janina",Women,Bronze
,"DIAS, Virna",Women,Bronze
,"FRAGA, Kely",Women,Bronze
,"LIMA, Ricarda",Women,Bronze
,"LOPES, Katia",Women,Bronze
,"OLIVEIRA, Elisangela",Women,Bronze
,"OLIVEIRA, Walewska",Women,Bronze
,"RODRIGUES, Karin",Women,Bronze
,"SILVA, Raquel",Women,Bronze
,"SOUZA, Helia",Women,Bronze
,"AGUERO, Taimaris",Women,Gold
,"BARROS, Zoila",Women,Gold
,"BELL, Regla Maritza",Women,Gold
,"COSTA, Marlenis",Women,Gold
,"FERNANDEZ, Ana Ibis",Women,Gold
,"FRANCIA, Mirka",Women,Gold
,"GATO, Idalmis",Women,Gold
,"IZQUIERDO, Lilia",Women,Gold
,"LUIS, Alejandrina",Women,Gold
,"RUIZ, Yumilka",Women,Gold
,"SANCHEZ SALFRAN, Martha",Women,Gold
,"TORRES, Regla",Women,Gold
,"ARTAMONOVA, Evgenya",Women,Silver
,"BELIKOVA, Anastassia",Women,Silver
,"CHACHKOVA, Lioubov",Women,Silver
,"GAMOVA, Ekaterina",Women,Silver
,"GODINA, Elena",Women,Silver
,"GRATCHEVA, Tatiana",Women,Silver
,"MOROZOVA, Natalia",Women,Silver
,"POTACHOVA, Olga",Women,Silver
,"SARGSIAN, Inessa",Women,Silver
,"TICHTCHENKO, Elizaveta",Women,Silver
,"TYURINA, Elena",Women,Silver
,"VASSILEVSKAIA, Elena",Women,Silver
,"CHEMERKIN, Andrey",Men,Bronze
,"REZA ZADEH, Hossein",Men,Gold
,"WELLER, Ronny",Men,Silver
,"HAWORTH, Cheryl",Women,Bronze
,"DING, Meiyuan",Women,Gold
,"WROBEL, Agata",Women,Silver
,"ASAAD, Said Saif",Men,Bronze
,"TAVAKOLI, Hossein",Men,Gold
,"TSAGAEV, Alan",Men,Silver
,"INDRIYANI, Sri",Women,Bronze
,"NOTT, Tara",Women,Gold
,"RUMBEWAS, Raema Lisa",Women,Silver
,"SLAMET, Winarni Binti",Women,Bronze
,"YANG, Xia",Women,Gold
,"LI, Feng-Ying",Women,Silver
,"ZHANG, Xiangxiang",Men,Bronze
,"MUTLU, Halil",Men,Gold
,"WU, Wenxiong",Men,Silver
,"SUTA, Khassaraporn",Women,Bronze
,"JIMENEZ MENDIVIL, Soraya",Women,Gold
,"RI, Song Hui",Women,Silver
,"OLESHCHUK, Gennady",Men,Bronze
,"PECHALOV, Nikolay",Men,Gold
,"SAMPANIS, Leonidas",Men,Silver
,"CHATZIIOANNOU, Ioanna",Women,Bronze
,"CHEN, Xiaomin",Women,Gold
,"POPOVA, Valentina",Women,Silver
,"LAVRENOV, Sergei",Men,Bronze
,"BOEVSKI, Galabin",Men,Gold
,"MARKOV, Georgi",Men,Silver
,"MALLESWARI, Karnam",Women,Bronze
,"LIN, Weining",Women,Gold
,"PERESZTEGINE MARKUS, Erzsebet",Women,Silver
,"KUO, Yi-Hang",Women,Bronze
,"URRUTIA, Maria Isabel",Women,Gold
,"OGBEIFO, Ruth",Women,Silver
,"MELIKYAN, Arsen",Men,Bronze
,"ZHAN, Xugang",Men,Gold
,"MITROU, Viktor",Men,Silver
,"ASANIDZE, George",Men,Bronze
,"DIMAS, Pyrros",Men,Gold
,"HUSTER, Marc",Men,Silver
,"PETROV, Aleksey",Men,Bronze
,"KAKIASVILIS, Akakios",Men,Gold
,"KOLECKI, Szymon",Men,Silver
,"KARNTANOV, Amiran",Men,Bronze
,"ABDULLAYEV, Namig",Men,Gold
,"HENSON, Samuel",Men,Silver
,"BRANDS, Terry",Men,Bronze
,"DABIR, Alireza",Men,Gold
,"BUSLOVYCH, Yevgen",Men,Silver
,"JANG, Jae-Sung",Men,Bronze
,"OUMAKHANOV, Mourad",Men,Gold
,"BARZAKOV, Serafim",Men,Silver
,"MCILRAVY, Lincoln",Men,Bronze
,"IGALI, Daniel",Men,Gold
,"GITINOV, Arsen",Men,Silver
,"BEREKET, Adem",Men,Bronze
,"SLAY, Brandon",Men,Gold
,"MOON, Eui Jae",Men,Silver
,"IBRAGIMOV, Mogamed",Men,Bronze
,"SAITIEV, Adam",Men,Gold
,"ROMERO, Yoel",Men,Silver
,"KURTANIDZE, Eldari",Men,Bronze
,"MOURTASALIYEV, Saghid",Men,Gold
,"BAIRAMUKOV, Islam",Men,Silver
,"RODRIGUEZ, Alexis",Men,Bronze
,"MOUSSOULBES, David",Men,Gold
,"TAYMAZOV, Artur",Men,Silver
,"KANG, Yong Gyun",Men,Bronze
,"SIM, Kwon-Ho",Men,Gold
,"RIVAS, Lazaro",Men,Silver
,"SHENG, Zetian",Men,Bronze
,"NAZARIAN, Armen",Men,Gold
,"KIM, In-Sub",Men,Silver
,"CHACHUA, Akaki",Men,Bronze
,"SAMURGASHEV, Varteres",Men,Gold
,"MAREN, Juan Luis",Men,Silver
,"GLOUCHKOV, Alexei",Men,Bronze
,"ASCUY AGUILERA, Feliberto",Men,Gold
,"NAGATA, Katsuhiko",Men,Silver
,"YLI-HANNUKSELA, Marko",Men,Bronze
,"KARDANOV, Mourat",Men,Gold
,"LINDLAND, Matt James",Men,Silver
,"VAKHTANGADZE, Mukhran",Men,Bronze
,"YERLIKAYA, Hamza",Men,Gold
,"BARDOSI, Sandor Istvan",Men,Silver
,"LOWNEY, Steven",Men,Bronze
,"LJUNGBERG, Mikael",Men,Gold
,"SALDADZE, Davyd",Men,Silver
,"DEBELKA, Dmitry",Men,Bronze
,"GARDNER, Rulon",Men,Gold
,"KARELIN, Aleksandr",Men,Silver
,"TIAN, Liang",Men,Bronze
,"HU, Jia",Men,Gold
,"HELM, Mathew",Men,Silver
,"TOURKY, Loudy",Women,Bronze
,"NEWBERY, Chantelle",Women,Gold
,"LAO, Lishi",Women,Silver
,"SAUTIN, Dmitry",Men,Bronze
,"PENG, Bo",Men,Gold
,"DESPATIE, Alexandre",Men,Silver
,"PAKHALINA, Ioulia",Women,Bronze
,"GUO, Jingjing",Women,Gold
,"WU, Minxia",Women,Silver
,"HELM, Mathew",Men,Bronze
,"NEWBERY, Robert",Men,Bronze
,"TIAN, Liang",Men,Gold
,"YANG, Jinghui",Men,Gold
,"TAYLOR, Leon",Men,Silver
,"WATERFIELD, Peter",Men,Silver
,"HARTLEY, Blythe",Women,Bronze
,"HEYMANS, Emilie",Women,Bronze
,"LAO, Lishi",Women,Gold
,"LI, Ting",Women,Gold
,"GONCHAROVA, Natalia",Women,Silver
,"KOLTUNOVA, Yulia",Women,Silver
,"BARNETT, Steven",Men,Bronze
,"NEWBERY, Robert",Men,Bronze
,"BIMIS, Thomas",Men,Gold
,"SIRANIDIS, Nikolaos",Men,Gold
,"SCHELLENBERG, Tobias",Men,Silver
,"WELS, Andreas",Men,Silver
,"LASHKO, Irina",Women,Bronze
,"NEWBERY, Chantelle",Women,Bronze
,"GUO, Jingjing",Women,Gold
,"WU, Minxia",Women,Gold
,"ILYINA, Vera",Women,Silver
,"PAKHALINA, Ioulia",Women,Silver
,"MORITA, Tomomi",Men,Bronze
,"PEIRSOL, Aaron",Men,Gold
,"ROGAN, Markus",Men,Silver
,"MANAUDOU, Laure",Women,Bronze
,"COUGHLIN, Natalie",Women,Gold
,"COVENTRY, Kirsty",Women,Silver
,"DUBOSCQ, Hugues",Men,Bronze
,"KITAJIMA, Kosuke",Men,Gold
,"HANSEN, Brendan",Men,Silver
,"JONES, Leisel",Women,Bronze
,"LUO, Xuejuan",Women,Gold
,"HANSON, Brooke",Women,Silver
,"SERDINOV, Andriy",Men,Bronze
,"PHELPS, Michael",Men,Gold
,"CROCKER, Ian",Men,Silver
,"DE BRUIJN, Inge",Women,Bronze
,"THOMAS, Petria",Women,Gold
,"JEDRZEJCZAK, Otylia",Women,Silver
,"THORPE, Ian",Men,Bronze
,"VAN DEN HOOGENBAND, Pieter",Men,Gold
,"SCHOEMAN, Roland",Men,Silver
,"COUGHLIN, Natalie",Women,Bronze
,"HENRY, Jodie",Women,Gold
,"DE BRUIJN, Inge",Women,Silver
,"DAVIES, David",Men,Bronze
,"HACKETT, Grant",Men,Gold
,"JENSEN, Larsen",Men,Silver
,"FLOREA, Razvan Ionut",Men,Bronze
,"PEIRSOL, Aaron",Men,Gold
,"ROGAN, Markus",Men,Silver
,"BUSCHSCHULTE, Antje",Women,Bronze
,"NAKAMURA, Reiko",Women,Bronze
,"COVENTRY, Kirsty",Women,Gold
,"KOMAROVA, Stanislava",Women,Silver
,"HANSEN, Brendan",Men,Bronze
,"KITAJIMA, Kosuke",Men,Gold
,"GYURTA, Daniel",Men,Silver
,"POLESKA, Anne",Women,Bronze
,"BEARD, Amanda",Women,Gold
,"JONES, Leisel",Women,Silver
,"PARRY, Stephen",Men,Bronze
,"PHELPS, Michael",Men,Gold
,"YAMAMOTO, Takashi",Men,Silver
,"NAKANISHI, Yuko",Women,Bronze
,"JEDRZEJCZAK, Otylia",Women,Gold
,"THOMAS, Petria",Women,Silver
,"PHELPS, Michael",Men,Bronze
,"THORPE, Ian",Men,Gold
,"VAN DEN HOOGENBAND, Pieter",Men,Silver
,"FIGUES, Solenne",Women,Bronze
,"POTEC, Camelia",Women,Gold
,"PELLEGRINI, Federica",Women,Silver
,"BOVELL, George",Men,Bronze
,"PHELPS, Michael",Men,Gold
,"LOCHTE, Ryan",Men,Silver
,"COVENTRY, Kirsty",Women,Bronze
,"KLOCHKOVA, Yana",Women,Gold
,"BEARD, Amanda",Women,Silver
,"KELLER, Klete",Men,Bronze
,"THORPE, Ian",Men,Gold
,"HACKETT, Grant",Men,Silver
,"SANDENO, Kaitlin",Women,Bronze
,"MANAUDOU, Laure",Women,Gold
,"JEDRZEJCZAK, Otylia",Women,Silver
,"CSEH, Laszlo",Men,Bronze
,"PHELPS, Michael",Men,Gold
,"VENDT, Erik",Men,Silver
,"BARDACH, Georgina",Women,Bronze
,"KLOCHKOVA, Yana",Women,Gold
,"SANDENO, Kaitlin",Women,Silver
,"CROCKER, Ian",Men,Bronze
,"DUSING, Nate",Men,Bronze
,"HALL, Gary Jr.",Men,Bronze
,"LEZAK, Jason",Men,Bronze
,"PHELPS, Michael",Men,Bronze
,"WALKER, Neil",Men,Bronze
,"WOODWARD, Gabe",Men,Bronze
,"FERNS, Lyndon",Men,Gold
,"NEETHLING, Ryk",Men,Gold
,"SCHOEMAN, Roland",Men,Gold
,"TOWNSEND, Darian",Men,Gold
,"KENKHUIS, Johan",Men,Silver
,"VAN DEN HOOGENBAND, Pieter",Men,Silver
,"VEENS, Mark Hermanus",Men,Silver
,"ZASTROW, Mitja",Men,Silver
,"ZWERING, Klaas-Erik",Men,Silver
,"DE BRUIJN, Inge",Women,Bronze
,"DEKKER, Inge",Women,Bronze
,"GROOT, Chantal",Women,Bronze
,"KOSTEN, Annabel",Women,Bronze
,"VELDHUIS, Marleen",Women,Bronze
,"HENRY, Jodie",Women,Gold
,"MILLS, Alice",Women,Gold
,"RYAN, Sarah",Women,Gold
,"THOMAS, Petria",Women,Gold
,"TRICKETT, Lisbeth",Women,Gold
,"BENKO, Lindsay",Women,Silver
,"CORREIA, Maritza",Women,Silver
,"COUGHLIN, Natalie",Women,Silver
,"JOYCE, Kara Lynn",Women,Silver
,"LANNE, Colleen",Women,Silver
,"THOMPSON, Jenny",Women,Silver
,"WEIR, Amanda",Women,Silver
,"KITAJIMA, Kosuke",Men,Bronze
,"MORITA, Tomomi",Men,Bronze
,"OKUMURA, Yoshihiro",Men,Bronze
,"YAMAMOTO, Takashi",Men,Bronze
,"CROCKER, Ian",Men,Gold
,"GANGLOFF, Mark",Men,Gold
,"HANSEN, Brendan",Men,Gold
,"KRAYZELBURG, Lenny",Men,Gold
,"LEZAK, Jason",Men,Gold
,"PEIRSOL, Aaron",Men,Gold
,"PHELPS, Michael",Men,Gold
,"WALKER, Neil",Men,Gold
,"CONRAD, Lars",Men,Silver
,"DRIESEN, Steffen",Men,Silver
,"KRUPPA, Jens",Men,Silver
,"MEEUW, Helge",Men,Silver
,"RUPPRATH, Thomas",Men,Silver
,"BUSCHSCHULTE, Antje",Women,Bronze
,"GOTZ, Daniela",Women,Bronze
,"POEWE, Sarah",Women,Bronze
,"VAN ALMSICK, Franziska",Women,Bronze
,"HANSON, Brooke",Women,Gold
,"HENRY, Jodie",Women,Gold
,"JONES, Leisel",Women,Gold
,"MILLS, Alice",Women,Gold
,"ROONEY, Giaan",Women,Gold
,"SCHIPPER, Jess",Women,Gold
,"THOMAS, Petria",Women,Gold
,"BEARD, Amanda",Women,Silver
,"COPE, Haley",Women,Silver
,"COUGHLIN, Natalie",Women,Silver
,"JOYCE, Kara Lynn",Women,Silver
