NOME;PAIS_ORIGEM;GENERO;PREPARADOR FISICO;TECNICO;;;;;;;
CZARNOTA, Joseph John;USA;Men;;;;;;;;;
DESMOND, Richard Joseph;USA;Men;;;;;;;;;
GAMBUCCI, Andr?? Peter;USA;Men;;;;;;;;;
HARRISON, Clifford;USA;Men;;;;;;;;;
KILMARTIN, Gerald Walsh;USA;Men;;;;;;;;;
MULHERN, John Francis;USA;Men;;;;;;;;;
NOAH, John Michael;USA;Men;;;;;;;;;
OSS, Arnold Carl;USA;Men;;;;;;;;;
ROMPRE, Robert Edward;USA;Men;;;;;;;;;
SEDIN, James Walter;USA;Men;;;;;;;;;
VAN ALLEN, Alfred;USA;Men;;;;;;;;;
WHISTON, Donald Francis;USA;Men;;;;;;;;;
YACKEL, Kenneth James;USA;Men;;;;;;;;;
GROGAN, James;USA;Men;;;;;;;;;
SEIBT, Hellmut;AUT;Men;;;;;;;;;
DU BIEF, Jacqueline;FRA;Women;;;;;;;;;
ALBRIGHT, Tenley;USA;Women;;;;;;;;;
FALK, Paul;FRG;Men;;;;;;;;;
FALK, Ria;FRG;Women;;;;;;;;;
KENNEDY, Karol;USA;Women;;;;;;;;;
KENNEDY, Michael;USA;Men;;;;;;;;;
ASPLUND, Carl-Erik;SWE;Men;;;;;;;;;
ANDERSEN, Hjalmar;NOR;Men;;;;;;;;;
BROEKMAN, Cornelis;NED;Men;;;;;;;;;
AAS, Roald;NOR;Men;;;;;;;;;
VAN DER VOORT, Willem;NED;Men;;;;;;;;;
HAUGLI, Sverre;NOR;Men;;;;;;;;;
AUDLEY, Gordon;CAN;Men;;;;;;;;;
JOHANSEN, Arne;NOR;Men;;;;;;;;;
HENRY, Kenneth;USA;Men;;;;;;;;;
MCDERMOTT, Donald;USA;Men;;;;;;;;;
PRAVDA, Christian;AUT;Men;;;;;;;;;
COLO, Zeno;ITA;Men;;;;;;;;;
SCHNEIDER, Othmar;AUT;Men;;;;;;;;;
MINUZZO CHENAL, Giuliana;ITA;Women;;;;;;;;;
BUCHNER, Mirl;FRG;Women;;;;;;;;;
SPIESS, Toni;AUT;Men;;;;;;;;;
ERIKSEN, Stein;NOR;Men;;;;;;;;;
MEAD LAWRENCE, Andrea;USA;Women;;;;;;;;;
ROM, Dagmar;AUT;Women;;;;;;;;;
BERGE, Guttorm;NOR;Men;;;;;;;;;
REICHERT, Ossi;FRG;Women;;;;;;;;;
RANTANEN, Siiri;FIN;Women;;;;;;;;;
WIDEMAN, Lydia;FIN;Women;;;;;;;;;
HIETAMIES, Mirja;FIN;Women;;;;;;;;;
LONKILA, Paavo;FIN;Men;;;;;;;;;
BRENDEN, Hallgeir;NOR;Men;;;;;;;;;
MÄKELÄ, Tapio;FIN;Men;;;;;;;;;
ANDERSSON, Sigurd;SWE;Men;;;;;;;;;
JOSEFSSON, Enar;SWE;Men;;;;;;;;;
KORHONEN, Urpo;FIN;Men;;;;;;;;;
ESTENSTAD, Magnar;NOR;Men;;;;;;;;;
KIRKHOLT, Mikal;NOR;Men;;;;;;;;;
STOKKEN, Martin;NOR;Men;;;;;;;;;
HAKULINEN, Veikko;FIN;Men;;;;;;;;;
KOLEHMAINEN, Eero;FIN;Men;;;;;;;;;
STENERSEN, Sverre;NOR;Men;;;;;;;;;
SLATTVIK, Simon;NOR;Men;;;;;;;;;
HOLMSTRÖM, Karl;SWE;Men;;;;;;;;;
BERGMANN, Arnfinn;NOR;Men;;;;;;;;;
FALKANGER, Torbjorn;NOR;Men;;;;;;;;;
BUTLER, Charles;USA;Men;;;;;;;;;
DODGE, William L.;USA;Men;;;;;;;;;
LAMY, James Ernest;USA;Men;;;;;;;;;
TYLER, Arthur W.;USA;Men;;;;;;;;;
ALT, Robert;SUI;Men;;;;;;;;;
ANGST, Heinrich;SUI;Men;;;;;;;;;
DIENER, Gottfried;SUI;Men;;;;;;;;;
KAPUS, Franz;SUI;Men;;;;;;;;;
ALVERA, Renzo;ITA;Men;;;;;;;;;
GIRARDI, Ulrico;ITA;Men;;;;;;;;;
MOCELLINI, Renato;ITA;Men;;;;;;;;;
MONTI, Eugenio;ITA;Men;;;;;;;;;
ANGST, Max;SUI;Men;;;;;;;;;
WARBURTON, Harry;SUI;Men;;;;;;;;;
CONTI, Giacomo;ITA;Men;;;;;;;;;
DALLA COSTA, Lamberto;ITA;Men;;;;;;;;;
BRODEUR, Denis;CAN;Men;;;;;;;;;
BROOKER, Charles;CAN;Men;;;;;;;;;
COLVIN, William;CAN;Men;;;;;;;;;
HORNE, Alfred James;CAN;Men;;;;;;;;;
HURST, Arthur;CAN;Men;;;;;;;;;
KLINCK, Byrle;CAN;Men;;;;;;;;;
KNOX, Paul;CAN;Men;;;;;;;;;
LAUFMAN, Kenneth;CAN;Men;;;;;;;;;
LEE, Howard Stewart;CAN;Men;;;;;;;;;
LOGAN, James;CAN;Men;;;;;;;;;
MARTIN, Floyd;CAN;Men;;;;;;;;;
MCKENZIE, John A.;CAN;Men;;;;;;;;;
ROPE, Donald;CAN;Men;;;;;;;;;
SCHOLES, George;CAN;Men;;;;;;;;;
THEBERGE, Gerry;CAN;Men;;;;;;;;;
WHITE, Robert;CAN;Men;;;;;;;;;
WOODALL, Keith Eugene;CAN;Men;;;;;;;;;
BABICH, Evgeniy;URS;Men;;;;;;;;;
BOBROV, Vsevolod;URS;Men;;;;;;;;;
GURYSHEV, Aleksey;URS;Men;;;;;;;;;
KHLYSTOV, Nikola??;URS;Men;;;;;;;;;
KOUZINE, Valentin;URS;Men;;;;;;;;;
KRYLOV, Yuri;URS;Men;;;;;;;;;
KUCHEVSKIY, Alfred;URS;Men;;;;;;;;;
MKRTCHAN, Grigori;URS;Men;;;;;;;;;
NIKIFOROV, Viktor;URS;Men;;;;;;;;;
PANTJUKHOV, Yuri;URS;Men;;;;;;;;;
PUCHKOV, Nikola??;URS;Men;;;;;;;;;
SHUVALOV, Viktor;URS;Men;;;;;;;;;
SIDORENKOV, Genrikh;URS;Men;;;;;;;;;
SOLOGUBOV, Nikola??;URS;Men;;;;;;;;;
TREGUBOV, Ivan;URS;Men;;;;;;;;;
UKOLOV, Dimitri;URS;Men;;;;;;;;;
UVAROV, Aleksandr;URS;Men;;;;;;;;;
ANDERSON, Wendell Richard;USA;Men;;;;;;;;;
BURTNETT, Wellington Parker;USA;Men;;;;;;;;;
CAMPBELL, Eugene Edward;USA;Men;;;;;;;;;
CHRISTIAN, Gordon Eugene;USA;Men;;;;;;;;;
CLEARY, William John;USA;Men;;;;;;;;;
DOUGHERTY, Richard Leo;USA;Men;;;;;;;;;
IKOLA, Willard John;USA;Men;;;;;;;;;
MATCHEFTS, John Peter;USA;Men;;;;;;;;;
MAYASICH, John Edward;USA;Men;;;;;;;;;
MCKINNON, Daniel Duncan;USA;Men;;;;;;;;;
MEREDITH, Richard Otis;USA;Men;;;;;;;;;
OLSON, Weldon Howard;USA;Men;;;;;;;;;
PETTROSKE, John Edward;USA;Men;;;;;;;;;
PURPUR, Kenneth Richard;USA;Men;;;;;;;;;
RIGAZIO, Donald Edmund;USA;Men;;;;;;;;;
RODENHEISER, Richard Peter;USA;Men;;;;;;;;;
SAMPSON, Edward Horace;USA;Men;;;;;;;;;
JENKINS, David;USA;Men;;;;;;;;;
JENKINS, Hayes;USA;Men;;;;;;;;;
ROBERTSON, Ronald;USA;Men;;;;;;;;;
WENDL, Ingrid;AUT;Women;;;;;;;;;
HEISS, Carol;USA;Women;;;;;;;;;
OPPELT, Kurt;AUT;Men;;;;;;;;;
SCHWARZ, Elisabeth;AUT;Women;;;;;;;;;
BOWDEN, Norris;CAN;Men;;;;;;;;;
DAFOE, Frances;CAN;Women;;;;;;;;;
GONCHARENKO, Oleg;URS;Men;;;;;;;;;
ERICSSON, Sigvard;SWE;Men;;;;;;;;;
JOHANNESEN, Knut;NOR;Men;;;;;;;;;
SALONEN, Toivo;FIN;Men;;;;;;;;;
GRISHIN, Yevgeny;URS;Men;;;;;;;;;
MIKHAILOV, Yury;URS;Men;;;;;;;;;
SHILKOV, Boris;URS;Men;;;;;;;;;
GJESTVANG, Alv;NOR;Men;;;;;;;;;
GRACH, Rafael;URS;Men;;;;;;;;;
MOLTERER, Andreas;AUT;Men;;;;;;;;;
SAILER, Anton;AUT;Men;;;;;;;;;
FELLAY, Raymond;SUI;Men;;;;;;;;;
WHEELER, Lucile;CAN;Women;;;;;;;;;
BERTHOD, Madeleine;SUI;Women;;;;;;;;;
DÄNZER, Frieda;SUI;Women;;;;;;;;;
SCHUSTER, Walter;AUT;Men;;;;;;;;;
HOCHLEITNER, Dorothea;AUT;Women;;;;;;;;;
FRANDL, Josefine;AUT;Women;;;;;;;;;
SOLLANDER, Stig;SWE;Men;;;;;;;;;
IGAYA, Chiharu;JPN;Men;;;;;;;;;
SIDOROVA, Yevgeniya;URS;Women;;;;;;;;;
COLLIARD, Ren??e;SUI;Women;;;;;;;;;
SCHÖPF, Regina;AUT;Women;;;;;;;;;
EDSTRÖM, Sonja;SWE;Women;;;;;;;;;
BARANOVA, Lyubov;URS;Women;;;;;;;;;
YEROSHINA, Radya;URS;Women;;;;;;;;;
KOLCHIN, Pavel;URS;Men;;;;;;;;;
JERNBERG, Sixten;SWE;Men;;;;;;;;;
ERIKSSON, Anna Lisa;SWE;Women;;;;;;;;;
JOHANSSON, Irma;SWE;Women;;;;;;;;;
POLKUNEN, Sirkka;FIN;Women;;;;;;;;;
KOLCHINA, Alevtina;URS;Women;;;;;;;;;
LARSSON, Lennart;SWE;Men;;;;;;;;;
LARSSON, Per-Erik;SWE;Men;;;;;;;;;
SAMUELSSON, Gunnar;SWE;Men;;;;;;;;;
ANIKIN, Nikolay;URS;Men;;;;;;;;;
KOUZINE, Vladimir;URS;Men;;;;;;;;;
TERENTYEV, Fyodor;URS;Men;;;;;;;;;
KORTELAINEN, Jorma;FIN;Men;;;;;;;;;
VIITANEN, Arvo;FIN;Men;;;;;;;;;
GASIENICA-GRON, Franciszek;POL;Men;;;;;;;;;
ERIKSSON, Bengt;SWE;Men;;;;;;;;;
GLASS, Harry;EUA;Men;;;;;;;;;
HYVÄRINEN, Antti;FIN;Men;;;;;;;;;
KALLAKORPI, Aulis;FIN;Men;;;;;;;;;
PRIVALOV, Aleksandr;URS;Men;;;;;;;;;
LESTANDER, Klas;SWE;Men;;;;;;;;;
TYRVÄINEN, Antti;FIN;Men;;;;;;;;;
ALEKSANDROV, Veniamin;URS;Men;;;;;;;;;
ALMETOV, Aleksandr;URS;Men;;;;;;;;;
BAULIN, Yuri;URS;Men;;;;;;;;;
BYCHKOV, Mikhail;URS;Men;;;;;;;;;
GREBENNIKOV, Vladimir;URS;Men;;;;;;;;;
GROSHEV, Evgeni;URS;Men;;;;;;;;;
KARPOV, Nikola??;URS;Men;;;;;;;;;
LOKTEV, Konstantin;URS;Men;;;;;;;;;
PETUKHOV, Stanislav;URS;Men;;;;;;;;;
PRYAZHNIKOV, Viktor;URS;Men;;;;;;;;;
TSITSINOV, Yuri;URS;Men;;;;;;;;;
YAKUSHEV, Viktor;URS;Men;;;;;;;;;
YERKIN, Evgeni;URS;Men;;;;;;;;;
CHRISTIAN, Roger Allen;USA;Men;;;;;;;;;
CHRISTIAN, William David;USA;Men;;;;;;;;;
CLEARY, Robert Barry;USA;Men;;;;;;;;;
GRAZIA, Eugene;USA;Men;;;;;;;;;
JOHNSON, Paul Herbert;USA;Men;;;;;;;;;
KIRRANE, John J.;USA;Men;;;;;;;;;
MCCARTAN, John;USA;Men;;;;;;;;;
MCVEY, Robert;USA;Men;;;;;;;;;
OWEN, Edwyn;USA;Men;;;;;;;;;
PAAVOLA, Rodney;USA;Men;;;;;;;;;
PALMER, Lawrence;USA;Men;;;;;;;;;
WILLIAMS, Thomas;USA;Men;;;;;;;;;
ATTERSLEY, Robert;CAN;Men;;;;;;;;;
BENOIT, Maurice;CAN;Men;;;;;;;;;
CONNELLY, James;CAN;Men;;;;;;;;;
DOUGLAS, Jack;CAN;Men;;;;;;;;;
ETCHER, Fred;CAN;Men;;;;;;;;;
FORHAN, Robert;CAN;Men;;;;;;;;;
HEAD, Donald Charles;CAN;Men;;;;;;;;;
HURLEY, Harold;CAN;Men;;;;;;;;;
MCKNIGHT, Robert;CAN;Men;;;;;;;;;
PENNINGTON, Clifford;CAN;Men;;;;;;;;;
ROUSSEAU, Robert;CAN;Men;;;;;;;;;
SAMOLENKO, George;CAN;Men;;;;;;;;;
SINDEN, Harry;CAN;Men;;;;;;;;;
SLY, Darryl Hayward;CAN;Men;;;;;;;;;
JACKSON, Donald;CAN;Men;;;;;;;;;
DIVIN, Karol;TCH;Men;;;;;;;;;
ROLES, Barbara;USA;Women;;;;;;;;;
DIJKSTRA, Sjoukje;NED;Women;;;;;;;;;
LUDINGTON, Nancy;USA;Women;;;;;;;;;
LUDINGTON, Ronald;USA;Men;;;;;;;;;
PAUL, Robert;CAN;Men;;;;;;;;;
WAGNER, Barbara;CAN;Women;;;;;;;;;
BÄUMLER, Hans Jürgen;EUA;Men;;;;;;;;;
KILIUS, Marika;EUA;Women;;;;;;;;;
BÄCKMAN, Kjell;SWE;Men;;;;;;;;;
KOSICHKIN, Viktor;URS;Men;;;;;;;;;
RYLOVA, Tamara;URS;Women;;;;;;;;;
GUSEVA, Klara;URS;Women;;;;;;;;;
HAASE, Helga;EUA;Women;;;;;;;;;
STENIN, Boris;URS;Men;;;;;;;;;
PILEJCZYK, Helena;POL;Women;;;;;;;;;
SKOBLIKOVA, Lidiya;URS;Women;;;;;;;;;
SEROCZYNSKA, Elwira;POL;Women;;;;;;;;;
HUTTUNEN, Eevi;FIN;Women;;;;;;;;;
STENINA, Valentina;URS;Women;;;;;;;;;
PESMAN, Janis;NED;Men;;;;;;;;;
DISNEY, William;USA;Men;;;;;;;;;
ASHWORTH, Jeanne;USA;Women;;;;;;;;;
DONCHENKO, Natalya;URS;Women;;;;;;;;;
PÉRILLAT, Guy;FRA;Men;;;;;;;;;
VUARNET, Jean;FRA;Men;;;;;;;;;
LANIG, Hanspeter;EUA;Men;;;;;;;;;
HECHER, Traudl;AUT;Women;;;;;;;;;
BIEBL, Heidi;EUA;Women;;;;;;;;;
PITOU, Penelope;USA;Women;;;;;;;;;
HINTERSEER, Ernst;AUT;Men;;;;;;;;;
STAUB, Roger;SUI;Men;;;;;;;;;
STIEGLER, Josef;AUT;Men;;;;;;;;;
RUEGG, Yvonne;SUI;Women;;;;;;;;;
BOZON, Charles;FRA;Men;;;;;;;;;
LEITNER, Matthias;AUT;Men;;;;;;;;;
HENNEBERGER, Barbi;EUA;Women;;;;;;;;;
HEGGTVEIT, Anne;CAN;Women;;;;;;;;;
SNITE, Betsy;USA;Women;;;;;;;;;
GUSAKOVA, Mariya;URS;Women;;;;;;;;;
BRUSVEEN, Haakon;NOR;Men;;;;;;;;;
RÄMGARD, Rolf;SWE;Men;;;;;;;;;
PÖYSTI, Toini K.;FIN;Women;;;;;;;;;
RUOPPA, Eeva;FIN;Women;;;;;;;;;
STRANDBERG, Britt;SWE;Women;;;;;;;;;
KUZNETSOV, Aleksei;URS;Men;;;;;;;;;
SHELJUKHIN, Anatolii;URS;Men;;;;;;;;;
VAGANOV, Gennadi;URS;Men;;;;;;;;;
ALATALO, Toimi;FIN;Men;;;;;;;;;
HUHTALA, V??in?? Veikko Sakari;FIN;Men;;;;;;;;;
MÄNTYRANTA, Eero;FIN;Men;;;;;;;;;
GRÖNNINGEN, Harald;NOR;Men;;;;;;;;;
ÖSTBY, Einar;NOR;Men;;;;;;;;;
HÄMÄLÄINEN, Kalevi;FIN;Men;;;;;;;;;
GUSAKOV, Nikolay;URS;Men;;;;;;;;;
THOMA, Georg;EUA;Men;;;;;;;;;
KNUTSEN, Tormod;NOR;Men;;;;;;;;;
LEODOLTER, Otto;AUT;Men;;;;;;;;;
RECKNAGEL, Helmut;EUA;Men;;;;;;;;;
HALONEN, Niilo;FIN;Men;;;;;;;;;
JORDET, Olav;NOR;Men;;;;;;;;;
MELANIN, Vladimir;URS;Men;;;;;;;;;
RIGONI, Benito;ITA;Men;;;;;;;;;
SIORPAES, Gildo;ITA;Men;;;;;;;;;
SIORPAES, Sergio;ITA;Men;;;;;;;;;
ANAKIN, Douglas;CAN;Men;;;;;;;;;
EMERY, John;CAN;Men;;;;;;;;;
EMERY, Victor;CAN;Men;;;;;;;;;
KIRBY, Peter;CAN;Men;;;;;;;;;
DURNTHALER, Reinhold;AUT;Men;;;;;;;;;
KOXEDER, Adolf;AUT;Men;;;;;;;;;
NAIRZ, Josef;AUT;Men;;;;;;;;;
THALER, Erwin;AUT;Men;;;;;;;;;
DIXON, Robin Thomas;GBR;Men;;;;;;;;;
NASH, Antony James;GBR;Men;;;;;;;;;
BONAGURA, Romano;ITA;Men;;;;;;;;;
ZARDINI, Sergio;ITA;Men;;;;;;;;;
BUBNIK, Vlastimil;TCH;Men;;;;;;;;;
CERNY, Josef;TCH;Men;;;;;;;;;
DOLANA, Jiri;TCH;Men;;;;;;;;;
DZURILLA, Vladimir;TCH;Men;;;;;;;;;
GOLONKA, Josef;TCH;Men;;;;;;;;;
GREGOR, Frantisek;TCH;Men;;;;;;;;;
HOLIK, Jiri;TCH;Men;;;;;;;;;
JIRIK, Jaroslav;TCH;Men;;;;;;;;;
KLAPAC, Jan;TCH;Men;;;;;;;;;
NADRCHAL, Vladimir;TCH;Men;;;;;;;;;
POTSCH, Rudolf;TCH;Men;;;;;;;;;
PRYL, Stanislav;TCH;Men;;;;;;;;;
SMID, Ladislav;TCH;Men;;;;;;;;;
SVENTEK, Stanislav;TCH;Men;;;;;;;;;
TIKAL, Frantisek;TCH;Men;;;;;;;;;
VLACH, Miroslav;TCH;Men;;;;;;;;;
WALTER, Jaroslav;TCH;Men;;;;;;;;;
DAVIDOV, Vitali;URS;Men;;;;;;;;;
FIRSOV, Anatoli;URS;Men;;;;;;;;;
IVANOV, Eduard;URS;Men;;;;;;;;;
KONOVALENKO, Viktor;URS;Men;;;;;;;;;
KOUSKINE, Viktor;URS;Men;;;;;;;;;
MAYOROV, Boris;URS;Men;;;;;;;;;
MAYOROV, Evgeni;URS;Men;;;;;;;;;
RAGULIN, Aleksandr;URS;Men;;;;;;;;;
STARSHINOV, Viacheslav;URS;Men;;;;;;;;;
VOLKOV, Leonid;URS;Men;;;;;;;;;
ZAITZEV, Boris;URS;Men;;;;;;;;;
ANDERSSON, Anders;SWE;Men;;;;;;;;;
BLOME, Gert;SWE;Men;;;;;;;;;
HÄGGROTH, Lennart;SWE;Men;;;;;;;;;
JOHANSSON, Lennart;SWE;Men;;;;;;;;;
LUNDVALL, Lars Erik;SWE;Men;;;;;;;;;
MÄÄTÄÄ, Eilert;SWE;Men;;;;;;;;;
MILD, Hans;SWE;Men;;;;;;;;;
NILSSON, Nils Erik;SWE;Men;;;;;;;;;
NORDLANDER, Bert-Ola;SWE;Men;;;;;;;;;
ÖBERG, Carl-Göran;SWE;Men;;;;;;;;;
ÖHRLUND, Uno;SWE;Men;;;;;;;;;
PETTERSSON, Ronald Erik;SWE;Men;;;;;;;;;
STERNER, Ulf;SWE;Men;;;;;;;;;
STOLTZ, Roland;SWE;Men;;;;;;;;;
SVENSSON, Kjell;SWE;Men;;;;;;;;;
AUSSENDORFER, Walter;ITA;Men;;;;;;;;;
MAIR, Sigisfredo;ITA;Men;;;;;;;;;
FEISTMANTL, Josef;AUT;Men;;;;;;;;;
STENGL, Manfred;AUT;Men;;;;;;;;;
SENN, Reinhold;AUT;Men;;;;;;;;;
THALER, Helmut;AUT;Men;;;;;;;;;
PLENK, Hans;EUA;Men;;;;;;;;;
KÖHLER, Thomas;EUA;Men;;;;;;;;;
BONSACK, Klaus;EUA;Men;;;;;;;;;
THURNER, Helene;AUT;Women;;;;;;;;;
ENDERLEIN, Ortrun;EUA;Women;;;;;;;;;
GEISLER, Ilse;EUA;Women;;;;;;;;;
ALLEN, Scott;USA;Men;;;;;;;;;
SCHNELLDORFER, Manfred;EUA;Men;;;;;;;;;
CALMAT, Alain;FRA;Men;;;;;;;;;
BURKA, Petra;CAN;Women;;;;;;;;;
HEITZER, Regine;AUT;Women;;;;;;;;;
REVELL, Guy;CAN;Men;;;;;;;;;
WILKES, Debbi;CAN;Women;;;;;;;;;
BELOUSOVA, Lyudmila;URS;Women;;;;;;;;;
PROTOPOPOV, Oleg;URS;Men;;;;;;;;;
JOSEPH, Ronald;USA;Women;;;;;;;;;
JOSEPH, Vivian;USA;Men;;;;;;;;;
NILSSON, Jonny;SWE;Men;;;;;;;;;
MAIER, Fred Anton;NOR;Men;;;;;;;;;
MUSTONEN, Kaija;FIN;Women;;;;;;;;;
YEGOROVA, Irina;URS;Women;;;;;;;;;
HAUGEN, Villy;NOR;Men;;;;;;;;;
ANTSON, Ants;URS;Men;;;;;;;;;
VERKERK, Cornelis;NED;Men;;;;;;;;;
KOLOKOLTSEVA, Berta;URS;Women;;;;;;;;;
HAN, Pil Hwa;PRK;Women;;;;;;;;;
MOE, Per Ivar;NOR;Men;;;;;;;;;
MCDERMOTT, Richard;USA;Men;;;;;;;;;
ORLOV, Vladimir;URS;Men;;;;;;;;;
SIDOROVA, Tatyana;URS;Women;;;;;;;;;
BARTELS, Wolfgang;EUA;Men;;;;;;;;;
ZIMMERMANN, Egon;AUT;Men;;;;;;;;;
LACROIX, L??o;FRA;Men;;;;;;;;;
HAAS, Christl;AUT;Women;;;;;;;;;
ZIMMERMANN, Edith;AUT;Women;;;;;;;;;
BONLIEU, Fran??ois;FRA;Men;;;;;;;;;
SCHRANZ, Karl;AUT;Men;;;;;;;;;
GOITSCHEL, Marielle;FRA;Women;;;;;;;;;
GOITSCHEL, Christine;FRA;Women;;;;;;;;;
SAUBERT, Jean;USA;Women;;;;;;;;;
HEUGA, James;USA;Men;;;;;;;;;
KIDD, William;USA;Men;;;;;;;;;
BOYARSKIKH, Klavdiya;URS;Women;;;;;;;;;
MEKSHILO, Yevdoyka;URS;Women;;;;;;;;;
VORONCHIKHIN, Igor;URS;Men;;;;;;;;;
LEHTONEN, Mirja;FIN;Women;;;;;;;;;
PUSULA, Senja;FIN;Women;;;;;;;;;
GUSTAFSSON, Toini;SWE;Women;;;;;;;;;
MARTINSSON, Barbro;SWE;Women;;;;;;;;;
UTROBIN, Ivan;URS;Men;;;;;;;;;
ASPH, Karl-Ake;SWE;Men;;;;;;;;;
RÖNNLUND, Assar;SWE;Men;;;;;;;;;
STEFANSSON, Janne;SWE;Men;;;;;;;;;
LAURILA, Kalevi;FIN;Men;;;;;;;;;
TIAINEN, Arto;FIN;Men;;;;;;;;;
KISELYOV, Nikolay;URS;Men;;;;;;;;;
BRANDTZÄG, Torgeir;NOR;Men;;;;;;;;;
ENGAN, Toralf;NOR;Men;;;;;;;;;
KANKKONEN, Veikko;FIN;Men;;;;;;;;;
GUNDARTSEV, Vladimir;URS;Men;;;;;;;;;
SOLBERG, Magnar;NOR;Men;;;;;;;;;
TIKHONOV, Aleksandr;URS;Men;;;;;;;;;
ARWIDSON, Lars-G??ran;SWE;Men;;;;;;;;;
ERIKSSON, Tore;SWE;Men;;;;;;;;;
OLSSON, Holmfrid;SWE;Men;;;;;;;;;
PETRUSSON, Olle;SWE;Men;;;;;;;;;
MAMATOV, Viktor;URS;Men;;;;;;;;;
PUSANOV, Nikola??;URS;Men;;;;;;;;;
ISTAD, Jon;NOR;Men;;;;;;;;;
WAERHAUG, Ola;NOR;Men;;;;;;;;;
CANDRIAN, Hans;SUI;Men;;;;;;;;;
GRAF, Walter;SUI;Men;;;;;;;;;
HOFMANN, Willi;SUI;Men;;;;;;;;;
WICKI, Jean;SUI;Men;;;;;;;;;
ARMANO, Mario;ITA;Men;;;;;;;;;
DE PAOLIS, Luciano;ITA;Men;;;;;;;;;
ZANDONELLA, Roberto;ITA;Men;;;;;;;;;
EDER, Josef;AUT;Men;;;;;;;;;
GRUBER, Herbert;AUT;Men;;;;;;;;;
NEAGOE, Nicolae;ROU;Men;;;;;;;;;
PANTURU, Ion;ROU;Men;;;;;;;;;
BADER, Pepi;FRG;Men;;;;;;;;;
FLOTH, Horst;FRG;Men;;;;;;;;;
BOURBONNAIS, Roger;CAN;Men;;;;;;;;;
BRODERICK, Kenneth;CAN;Men;;;;;;;;;
CADIEUX, Raymond;CAN;Men;;;;;;;;;
CONLIN, Paul;CAN;Men;;;;;;;;;
DINEEN, Gary;CAN;Men;;;;;;;;;
GLENNIE, Brian;CAN;Men;;;;;;;;;
HARGREAVES, Ted;CAN;Men;;;;;;;;;
HUCK, Francis;CAN;Men;;;;;;;;;
JOHNSTON, Larry Marshall;CAN;Men;;;;;;;;;
MCKENZIE, John Barry;CAN;Men;;;;;;;;;
MCMILLAN, William;CAN;Men;;;;;;;;;
MONTEITH, Stephen;CAN;Men;;;;;;;;;
MOTT, Morris;CAN;Men;;;;;;;;;
O'MALLEY, Terrence;CAN;Men;;;;;;;;;
O'SHEA, Danny;CAN;Men;;;;;;;;;
PINDER, Gerry;CAN;Men;;;;;;;;;
PINDER, Herbert;CAN;Men;;;;;;;;;
STEPHENSON, Wayne;CAN;Men;;;;;;;;;
BLINOV, Viktor;URS;Men;;;;;;;;;
IONOV, Anatoli;URS;Men;;;;;;;;;
MISHAKOV, Evgeni;URS;Men;;;;;;;;;
MOISSEYEV, Yuri;URS;Men;;;;;;;;;
POLUPANOV, Viktor;URS;Men;;;;;;;;;
ROMICHEVSKY, Igor;URS;Men;;;;;;;;;
VIKULOV, Vladimir;URS;Men;;;;;;;;;
ZAITZEV, Oleg;URS;Men;;;;;;;;;
ZIMIN, Evgeni;URS;Men;;;;;;;;;
ZINGER, Viktor;URS;Men;;;;;;;;;
HAVEL, Jan;TCH;Men;;;;;;;;;
HEJMA, Petr;TCH;Men;;;;;;;;;
HORESOVSKY, Josef;TCH;Men;;;;;;;;;
HRBATY, Jan;TCH;Men;;;;;;;;;
KOCHTA, Jiri;TCH;Men;;;;;;;;;
MACHAC, Oldrich;TCH;Men;;;;;;;;;
MASOPUST, Karel;TCH;Men;;;;;;;;;
NEDOMANSKY, Vaclav;TCH;Men;;;;;;;;;
POSPISIL, Frantisek;TCH;Men;;;;;;;;;
SEVCIK, Frantisek;TCH;Men;;;;;;;;;
SUCHY, Jan;TCH;Men;;;;;;;;;
NACHMANN, Fritz;FRG;Men;;;;;;;;;
WINKLER, Wolfgang;FRG;Men;;;;;;;;;
SCHMID, Manfred;AUT;Men;;;;;;;;;
WALCH, Ewald;AUT;Men;;;;;;;;;
DÜNHAUPT, Angelika;FRG;Women;;;;;;;;;
LECHNER, Erica;ITA;Women;;;;;;;;;
SCHMUCK, Christa;FRG;Women;;;;;;;;;
PERA, Patrick;FRA;Men;;;;;;;;;
SCHWARZ, Wolfgang;AUT;Men;;;;;;;;;
WOOD, Timothy;USA;Men;;;;;;;;;
MASKOVA, Hana;TCH;Women;;;;;;;;;
FLEMING, Peggy;USA;Women;;;;;;;;;
SEYFERT, Gabriele;GDR;Women;;;;;;;;;
DANNE, Wolfgang;FRG;Men;;;;;;;;;
GLOCKSHUBER, Margot;FRG;Women;;;;;;;;;
GORELIK, Aleksandr;URS;Men;;;;;;;;;
ZHUK, Tatyana;URS;Women;;;;;;;;;
SANDLER, Örjan;SWE;Men;;;;;;;;;
HÖGLIN, Johnny;SWE;Men;;;;;;;;;
HOLUM, Dianne;USA;Women;;;;;;;;;
GEIJSSEN, Carolina;NED;Women;;;;;;;;;
TITOVA, Lyudmila;URS;Women;;;;;;;;;
SCHENK, Ard;NED;Men;;;;;;;;;
ERIKSEN, Ivar;NOR;Men;;;;;;;;;
KAISER, Christina;NED;Women;;;;;;;;;
SCHUT, Johanna;NED;Women;;;;;;;;;
NOTTET, Petrus;NED;Men;;;;;;;;;
