ANOOLIMP;NOMEESPORTE;MODALIDADE;TIPOOLIMP
1896;Swimming;100M Freestyle;Summer
1896;Swimming;100M Freestyle For Sailors;Summer
1896;Swimming;1200M Freestyle;Summer
1896;Swimming;400M Freestyle;Summer
1896;Athletics;100M;Summer
1896;Athletics;110M Hurdles;Summer
1896;Athletics;1500M;Summer
1896;Athletics;400M;Summer
1896;Athletics;800M;Summer
1896;Athletics;Discus Throw;Summer
1896;Athletics;High Jump;Summer
1896;Athletics;Long Jump;Summer
1896;Athletics;Marathon;Summer
1896;Athletics;Pole Vault;Summer
1896;Athletics;Shot Put;Summer
1896;Athletics;Triple Jump;Summer
1896;Cycling Road;Individual Road Race;Summer
1896;Cycling Track;100KM;Summer
1896;Cycling Track;10KM;Summer
1896;Cycling Track;12-Hour Race;Summer
1896;Cycling Track;1KM Time Trial;Summer
1896;Cycling Track;Sprint Indivual;Summer
1896;Fencing;Foil Individual;Summer
1896;Fencing;Foil, Masters;Summer
1896;Fencing;Sabre Individual;Summer
1896;Artistic G.;Horizontal Bar;Summer
1896;Artistic G.;Parallel Bars;Summer
1896;Artistic G.;Pommel Horse;Summer
1896;Artistic G.;Rings;Summer
1896;Artistic G.;Rope Climbing;Summer
1896;Artistic G.;Team, Horizontal Bar;Summer
1896;Artistic G.;Team, Parallel Bars;Summer
1896;Artistic G.;Vault;Summer
1896;Shooting;25M Army Pistol;Summer
1896;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1896;Shooting;50M Pistol (60 Shots);Summer
1896;Shooting;Army Rifle, 200M;Summer
1896;Shooting;Army Rifle, 300M;Summer
1896;Tennis;Doubles;Summer
1896;Tennis;Singles;Summer
1896;Weightlifting;Heavyweight - One Hand Lift;Summer
1896;Weightlifting;Heavyweight - Two Hand Lift;Summer
1896;Wrestling Gre-R;Open Event;Summer
1900;Swimming;1500M Freestyle;Summer
1900;Swimming;200M Backstroke;Summer
1900;Swimming;200M Freestyle;Summer
1900;Swimming;200M Obstacle Event;Summer
1900;Swimming;200M Team Swimming;Summer
1900;Swimming;4000M Freestyle;Summer
1900;Swimming;Underwater Swimming;Summer
1900;Water polo;Water Polo;Summer
1900;Archery;Au Chapelet, 33M;Summer
1900;Archery;Au Chapelet, 50M;Summer
1900;Archery;Au Cordon Dor??, 33M;Summer
1900;Archery;Au Cordon Dor??, 50M;Summer
1900;Archery;Sur La Perche ?� La Herse;Summer
1900;Archery;Sur La Perche ?� La Pyramide;Summer
1900;Athletics;100M;Summer
1900;Athletics;110M Hurdles;Summer
1900;Athletics;1500M;Summer
1900;Athletics;200M;Summer
1900;Athletics;200M Hurdles;Summer
1900;Athletics;3000M Steeplechase;Summer
1900;Athletics;4000M Steeplechase;Summer
1900;Athletics;400M;Summer
1900;Athletics;400M Hurdles;Summer
1900;Athletics;5000M Team;Summer
1900;Athletics;60M;Summer
1900;Athletics;800M;Summer
1900;Athletics;Discus Throw;Summer
1900;Athletics;Hammer Throw;Summer
1900;Athletics;High Jump;Summer
1900;Athletics;High Jump, Standing;Summer
1900;Athletics;Long Jump;Summer
1900;Athletics;Long Jump, Standing;Summer
1900;Athletics;Marathon;Summer
1900;Athletics;Pole Vault;Summer
1900;Athletics;Shot Put;Summer
1900;Athletics;Triple Jump;Summer
1900;Athletics;Triple Jump, Standing;Summer
1900;Basque Pelota;Cesta Punta;Summer
1900;Cricket;Cricket;Summer
1900;Croquet;Double;Summer
1900;Croquet;Individual 1 Ball;Summer
1900;Croquet;Individual 2 Balls;Summer
1900;Cycling Track;25 Kilometres;Summer
1900;Cycling Track;Sprint Indivual;Summer
1900;Jumping;High Jump;Summer
1900;Jumping;Individual;Summer
1900;Jumping;Long Jump Individual;Summer
1900;Fencing;Épée Individual;Summer
1900;Fencing;Épée, Amateurs And Masters;Summer
1900;Fencing;Épée, Masters;Summer
1900;Fencing;Foil Individual;Summer
1900;Fencing;Foil, Masters;Summer
1900;Fencing;Sabre Individual;Summer
1900;Fencing;Sabre, Masters;Summer
1900;Football;Football;Summer
1900;Golf;Individual;Summer
1900;Artistic G.;Individual All-Round;Summer
1900;Polo;Polo;Summer
1900;Rowing;Eight With Coxswain (8+);Summer
1900;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1900;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1900;Rowing;Single Sculls (1X);Summer
1900;Rugby;Rugby;Summer
1900;Sailing;0.5-1T;Summer
1900;Sailing;10-20T;Summer
1900;Sailing;3-10T;Summer
1900;Sailing;Open Class;Summer
1900;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1900;Shooting;50M Army Pistol, Team;Summer
1900;Shooting;50M Pistol (60 Shots);Summer
1900;Shooting;Army Rifle, 300M, 3 Positions;Summer
1900;Shooting;Army Rifle, 300M, Kneeling;Summer
1900;Shooting;Army Rifle, 300M, Prone;Summer
1900;Shooting;Army Rifle, 300M, Standing;Summer
1900;Shooting;Free Rifle, Team;Summer
1900;Shooting;Trap (125 Targets);Summer
1900;Tennis;Doubles;Summer
1900;Tennis;Mixed Doubles;Summer
1900;Tennis;Singles;Summer
1900;Tug of War;Tug Of War;Summer
1904;Diving;10M Platform;Summer
1904;Diving;Plunge For Distance;Summer
1904;Swimming;100M Backstroke;Summer
1904;Swimming;100M Freestyle;Summer
1904;Swimming;1500M Freestyle;Summer
1904;Swimming;200M Freestyle;Summer
1904;Swimming;400M Breaststroke;Summer
1904;Swimming;400M Freestyle;Summer
1904;Swimming;4X50Y Freestyle Relay;Summer
1904;Swimming;50Y Freestyle (45.72M);Summer
1904;Swimming;880Y Freestyle (804.66M);Summer
1904;Archery;Double American Round (60Y - 50Y - 40Y);Summer
1904;Archery;Double Columbia Round (50Y - 40Y - 30Y);Summer
1904;Archery;Double National Round (60Y - 50Y);Summer
1904;Archery;Double York Round (100Y - 80Y - 60Y);Summer
1904;Archery;Team Round 60Y;Summer
1904;Archery;Teams Fita Round;Summer
1904;Athletics;100M;Summer
1904;Athletics;110M Hurdles;Summer
1904;Athletics;1500M;Summer
1904;Athletics;200M;Summer
1904;Athletics;200M Hurdles;Summer
1904;Athletics;3000M Steeplechase;Summer
1904;Athletics;400M;Summer
1904;Athletics;400M Hurdles;Summer
1904;Athletics;4Miles Team;Summer
1904;Athletics;56LB Weight Throw (25.4KG);Summer
1904;Athletics;60M;Summer
1904;Athletics;800M;Summer
1904;Athletics;Decathlon;Summer
1904;Athletics;Discus Throw;Summer
1904;Athletics;Hammer Throw;Summer
1904;Athletics;High Jump;Summer
1904;Athletics;High Jump, Standing;Summer
1904;Athletics;Long Jump;Summer
1904;Athletics;Long Jump, Standing;Summer
1904;Athletics;Marathon;Summer
1904;Athletics;Pole Vault;Summer
1904;Athletics;Shot Put;Summer
1904;Athletics;Triathlon (Long Jump / Shot Put / 100 Yards);Summer
1904;Athletics;Triple Jump;Summer
1904;Athletics;Triple Jump, Standing;Summer
1904;Boxing;- 47.63KG (Flyweight);Summer
1904;Boxing;+ 71.67KG (Heavyweight);Summer
1904;Boxing;47.63 - 52.16KG (Bantamweight);Summer
1904;Boxing;52.16 - 56.7KG (Featherweight);Summer
1904;Boxing;56.7 - 61.24KG (Lightweight);Summer
1904;Boxing;61.24 - 65.77KG (Welterweight);Summer
1904;Boxing;65.77 - 71.67KG (Middleweight);Summer
1904;Cycling Track;1 Mile (1609.3M);Summer
1904;Cycling Track;1/2 Mile (804.7M);Summer
1904;Cycling Track;1/3 Mile (536.5M);Summer
1904;Cycling Track;1/4 Mile (402.3M);Summer
1904;Cycling Track;2 Miles (3.218KM);Summer
1904;Cycling Track;25 Miles (40.232KM);Summer
1904;Cycling Track;5 Miles (8.046KM);Summer
1904;Fencing;Épée Individual;Summer
1904;Fencing;Foil Individual;Summer
1904;Fencing;Foil Team;Summer
1904;Fencing;Sabre Individual;Summer
1904;Fencing;Stick, Single;Summer
1904;Football;Football;Summer
1904;Golf;Individual;Summer
1904;Golf;Team;Summer
1904;Artistic G.;Club Swinging;Summer
1904;Artistic G.;Combined 3 Events;Summer
1904;Artistic G.;Combined 4 Events;Summer
1904;Artistic G.;Horizontal Bar;Summer
1904;Artistic G.;Individual All-Round;Summer
1904;Artistic G.;Parallel Bars;Summer
1904;Artistic G.;Pommel Horse;Summer
1904;Artistic G.;Rings;Summer
1904;Artistic G.;Rope Climbing;Summer
1904;Artistic G.;Team Competition;Summer
1904;Artistic G.;Vault;Summer
1904;Lacrosse;Lacrosse;Summer
1904;Roque;Individual;Summer
1904;Rowing;Coxless Pair (2-);Summer
1904;Rowing;Double Sculls (2X);Summer
1904;Rowing;Eight With Coxswain (8+);Summer
1904;Rowing;Four Without Coxswain (4-);Summer
1904;Rowing;Single Sculls (1X);Summer
1904;Tennis;Doubles;Summer
1904;Tennis;Singles;Summer
1904;Tug of War;Tug Of War;Summer
1904;Weightlifting;All-Around Dumbbell Contest;Summer
1904;Weightlifting;Heavyweight - Two Hand Lift;Summer
1904;Wrestling Free.;- 47.6KG (Light-Flyweight);Summer
1904;Wrestling Free.;+ 71.67KG (Heavyweight);Summer
1904;Wrestling Free.;47.6 - 52.16KG (Flyweight);Summer
1904;Wrestling Free.;52.16 - 56.7KG (Bantamweight);Summer
1904;Wrestling Free.;56.7 - 61.23KG (Featherweight);Summer
1904;Wrestling Free.;61.23 - 65.77KG (Lightweight);Summer
1904;Wrestling Free.;65.77 - 71.67KG (Welterweight);Summer
1908;Diving;10M Platform;Summer
1908;Diving;3M Springboard;Summer
1908;Swimming;100M Backstroke;Summer
1908;Swimming;100M Freestyle;Summer
1908;Swimming;1500M Freestyle;Summer
1908;Swimming;200M Breaststroke;Summer
1908;Swimming;400M Freestyle;Summer
1908;Swimming;4X200M Freestyle Relay;Summer
1908;Water polo;Water Polo;Summer
1908;Archery;Continental Style 50M;Summer
1908;Archery;National Round (60Y - 50Y);Summer
1908;Archery;York Round (100Y - 80Y - 60Y);Summer
1908;Athletics;100M;Summer
1908;Athletics;10Miles Walk (16093M);Summer
1908;Athletics;110M Hurdles;Summer
1908;Athletics;1500M;Summer
1908;Athletics;200M;Summer
1908;Athletics;3200M Steeplechase;Summer
1908;Athletics;3500M Walk;Summer
1908;Athletics;3Miles Team (4828M);Summer
1908;Athletics;400M;Summer
1908;Athletics;400M Hurdles;Summer
1908;Athletics;4X400M Relay;Summer
1908;Athletics;5 Miles (8047M);Summer
1908;Athletics;800M;Summer
1908;Athletics;Discus Throw;Summer
1908;Athletics;Discus Throw Ancient Style;Summer
1908;Athletics;Hammer Throw;Summer
1908;Athletics;High Jump;Summer
1908;Athletics;High Jump, Standing;Summer
1908;Athletics;Javelin Throw;Summer
1908;Athletics;Javelin Throw Freestyle;Summer
1908;Athletics;Long Jump;Summer
1908;Athletics;Long Jump, Standing;Summer
1908;Athletics;Marathon;Summer
1908;Athletics;Pole Vault;Summer
1908;Athletics;Shot Put;Summer
1908;Athletics;Triple Jump;Summer
1908;Boxing;- 52.62KG (Bantamweight);Summer
1908;Boxing;+ 71.67KG (Heavyweight);Summer
1908;Boxing;52.62 - 57.15KG (Featherweight);Summer
1908;Boxing;57.15 - 63.5KG (Lightweight);Summer
1908;Boxing;63.5 - 71.67KG (Middleweight);Summer
1908;Cycling Track;100KM;Summer
1908;Cycling Track;1980 Yards Pursuit, Team;Summer
1908;Cycling Track;2000M Tandem;Summer
1908;Cycling Track;20KM;Summer
1908;Cycling Track;5000M;Summer
1908;Cycling Track;One Lap (660Y) Sprint;Summer
1908;Fencing;Épée Individual;Summer
1908;Fencing;Épée Team;Summer
1908;Fencing;Sabre Individual;Summer
1908;Fencing;Sabre Team;Summer
1908;Football;Football;Summer
1908;Artistic G.;Individual All-Round;Summer
1908;Artistic G.;Team Competition;Summer
1908;Hockey;Hockey;Summer
1908;Jeu de Paume;Individual;Summer
1908;Lacrosse;Lacrosse;Summer
1908;Polo;Polo;Summer
1908;Rackets;Double;Summer
1908;Rackets;Individual;Summer
1908;Rowing;Coxless Pair (2-);Summer
1908;Rowing;Eight With Coxswain (8+);Summer
1908;Rowing;Four Without Coxswain (4-);Summer
1908;Rowing;Single Sculls (1X);Summer
1908;Rugby;Rugby;Summer
1908;Sailing;12M;Summer
1908;Sailing;6M;Summer
1908;Sailing;7M;Summer
1908;Sailing;8M;Summer
1908;Shooting;1000Y Free Rifle, Prone;Summer
1908;Shooting;100M Running Deer, Double Shots;Summer
1908;Shooting;100M Running Deer, Single Shots;Summer
1908;Shooting;100M Running Deer, Single Shots, Team;Summer
1908;Shooting;25Y Small Bore Rifle, Disappearing Target;Summer
1908;Shooting;25Y Small Bore Rifle, Moving Target;Summer
1908;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1908;Shooting;50+100Y Small Bore Rifle, Team;Summer
1908;Shooting;50M Pistol (60 Shots);Summer
1908;Shooting;50M Rifle Prone (60 Shots);Summer
1908;Shooting;50Y Army Pistol, Team;Summer
1908;Shooting;Clay Pigeons, Team;Summer
1908;Shooting;Free Rifle, Team;Summer
1908;Shooting;Rifle, Team;Summer
1908;Shooting;Trap (125 Targets);Summer
1908;Figure skating;Individual;Summer
1908;Figure skating;Pairs;Summer
1908;Figure skating;Special Figures;Summer
1908;Tennis;Doubles;Summer
1908;Tennis;Doubles Indoor;Summer
1908;Tennis;Singles;Summer
1908;Tennis;Singles Indoor;Summer
1908;Tug of War;Tug Of War;Summer
1908;Water Motorspor;8M Class C;Summer
1908;Water Motorspor;Class B Up To 60 Feet;Summer
1908;Water Motorspor;Open Class A;Summer
1908;Wrestling Free.;- 54KG (Bantamweight);Summer
1908;Wrestling Free.;+ 73KG (Heavyweight);Summer
1908;Wrestling Free.;54 - 60.3KG (Featherweight);Summer
1908;Wrestling Free.;60.3 - 66.6KG (Lightweight);Summer
1908;Wrestling Free.;66.6 - 73KG (Middleweight);Summer
1908;Wrestling Gre-R;- 66.6KG (Lightweight);Summer
1908;Wrestling Gre-R;+ 93KG (Super Heavyweight);Summer
1908;Wrestling Gre-R;66.6 - 73KG (Middleweight);Summer
1908;Wrestling Gre-R;73 - 93KG (Light-Heavyweight);Summer
1912;Diving;10M Platform;Summer
1912;Diving;3M Springboard;Summer
1912;Diving;Plain High Diving;Summer
1912;Swimming;100M Backstroke;Summer
1912;Swimming;100M Freestyle;Summer
1912;Swimming;1500M Freestyle;Summer
1912;Swimming;200M Breaststroke;Summer
1912;Swimming;400M Breaststroke;Summer
1912;Swimming;400M Freestyle;Summer
1912;Swimming;4X100M Freestyle Relay;Summer
1912;Swimming;4X200M Freestyle Relay;Summer
1912;Water polo;Water Polo;Summer
1912;Athletics;10000M;Summer
1912;Athletics;10000M Walk;Summer
1912;Athletics;100M;Summer
1912;Athletics;110M Hurdles;Summer
1912;Athletics;1500M;Summer
1912;Athletics;200M;Summer
1912;Athletics;3000M Team;Summer
1912;Athletics;400M;Summer
1912;Athletics;4X100M Relay;Summer
1912;Athletics;4X400M Relay;Summer
1912;Athletics;5000M;Summer
1912;Athletics;800M;Summer
1912;Athletics;Cross Country Individual;Summer
1912;Athletics;Cross Country Team;Summer
1912;Athletics;Decathlon;Summer
1912;Athletics;Discus Throw;Summer
1912;Athletics;Discus Throw, Both Hands;Summer
1912;Athletics;Hammer Throw;Summer
1912;Athletics;High Jump;Summer
1912;Athletics;High Jump, Standing;Summer
1912;Athletics;Javelin Throw;Summer
1912;Athletics;Javelin Throw, Both Hands;Summer
1912;Athletics;Long Jump;Summer
1912;Athletics;Long Jump, Standing;Summer
1912;Athletics;Marathon;Summer
1912;Athletics;Pentathlon;Summer
1912;Athletics;Pole Vault;Summer
1912;Athletics;Shot Put;Summer
1912;Athletics;Shot Put, Both Hands;Summer
1912;Athletics;Triple Jump;Summer
1912;Cycling Road;Individual Time Trial;Summer
1912;Cycling Road;Team Time Trial;Summer
1912;Dressage;Individual;Summer
1912;Eventing;Individual;Summer
1912;Eventing;Team;Summer
1912;Jumping;Individual;Summer
1912;Jumping;Team;Summer
1912;Fencing;Épée Individual;Summer
1912;Fencing;Épée Team;Summer
1912;Fencing;Foil Individual;Summer
1912;Fencing;Sabre Individual;Summer
1912;Fencing;Sabre Team;Summer
1912;Football;Football;Summer
1912;Artistic G.;Individual All-Round;Summer
1912;Artistic G.;Team Competition;Summer
1912;Artistic G.;Team, Free System;Summer
1912;Artistic G.;Team, Swedish System;Summer
1912;Modern Pentath.;Individual Competition;Summer
1912;Rowing;Coxed Fours Jugriggers;Summer
1912;Rowing;Eight With Coxswain (8+);Summer
1912;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1912;Rowing;Single Sculls (1X);Summer
1912;Sailing;10M;Summer
1912;Sailing;12M;Summer
1912;Sailing;6M;Summer
1912;Sailing;8M;Summer
1912;Shooting;100M Running Deer, Double Shots;Summer
1912;Shooting;100M Running Deer, Single Shots;Summer
1912;Shooting;100M Running Deer, Single Shots, Team;Summer
1912;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1912;Shooting;25M Small Bore Rifle, Team;Summer
1912;Shooting;25M Small Rifle;Summer
1912;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1912;Shooting;30M Army Pistol, Team;Summer
1912;Shooting;50M Army Pistol, Team;Summer
1912;Shooting;50M Pistol (60 Shots);Summer
1912;Shooting;50M Rifle Prone (60 Shots);Summer
1912;Shooting;50M Small Bore Rifle, Team;Summer
1912;Shooting;600M Free Rifle;Summer
1912;Shooting;Army Rifle, 300M, 3 Positions;Summer
1912;Shooting;Clay Pigeons, Team;Summer
1912;Shooting;Free Rifle, Team;Summer
1912;Shooting;Rifle, Team;Summer
1912;Shooting;Trap (125 Targets);Summer
1912;Tennis;Doubles;Summer
1912;Tennis;Doubles Indoor;Summer
1912;Tennis;Mixed Doubles;Summer
1912;Tennis;Mixed Doubles Indoor;Summer
1912;Tennis;Singles;Summer
1912;Tennis;Singles Indoor;Summer
1912;Tug of War;Tug Of War;Summer
1912;Wrestling Gre-R;- 60KG (Featherweight);Summer
1912;Wrestling Gre-R;+ 82.5KG (Super Heavyweight);Summer
1912;Wrestling Gre-R;60 - 67.5KG (Lightweight);Summer
1912;Wrestling Gre-R;67.5 - 75KG (Middleweight);Summer
1912;Wrestling Gre-R;75 - 82.5KG (Light-Heavyweight);Summer
1920;Diving;10M Platform;Summer
1920;Diving;3M Springboard;Summer
1920;Diving;Plain High Diving;Summer
1920;Swimming;100M Backstroke;Summer
1920;Swimming;100M Freestyle;Summer
1920;Swimming;1500M Freestyle;Summer
1920;Swimming;200M Breaststroke;Summer
1920;Swimming;400M Breaststroke;Summer
1920;Swimming;400M Freestyle;Summer
1920;Swimming;4X100M Freestyle Relay;Summer
1920;Swimming;4X200M Freestyle Relay;Summer
1920;Water polo;Water Polo;Summer
1920;Archery;Fixed Bird Target Large Birds;Summer
1920;Archery;Fixed Bird Target Large Birds Teams;Summer
1920;Archery;Fixed Bird Target Small Bird, Teams;Summer
1920;Archery;Fixed Bird Target Small Birds;Summer
1920;Archery;Moving Bird Target 28M Teams;Summer
1920;Archery;Moving Bird Target 33M Teams;Summer
1920;Archery;Moving Bird Target 50M Teams;Summer
1920;Archery;Moving Bird Target, 28M;Summer
1920;Archery;Moving Bird Target, 33M;Summer
1920;Archery;Moving Bird Target, 50M;Summer
1920;Athletics;10000M;Summer
1920;Athletics;10000M Walk;Summer
1920;Athletics;100M;Summer
1920;Athletics;110M Hurdles;Summer
1920;Athletics;1500M;Summer
1920;Athletics;200M;Summer
1920;Athletics;3000M Steeplechase;Summer
1920;Athletics;3000M Team;Summer
1920;Athletics;3000M Walk;Summer
1920;Athletics;400M;Summer
1920;Athletics;400M Hurdles;Summer
1920;Athletics;4X100M Relay;Summer
1920;Athletics;4X400M Relay;Summer
1920;Athletics;5000M;Summer
1920;Athletics;56LB Weight Throw (25.4KG);Summer
1920;Athletics;800M;Summer
1920;Athletics;Cross Country Individual;Summer
1920;Athletics;Cross Country Team;Summer
1920;Athletics;Decathlon;Summer
1920;Athletics;Discus Throw;Summer
1920;Athletics;Hammer Throw;Summer
1920;Athletics;High Jump;Summer
1920;Athletics;Javelin Throw;Summer
1920;Athletics;Long Jump;Summer
1920;Athletics;Marathon;Summer
1920;Athletics;Pentathlon;Summer
1920;Athletics;Pole Vault;Summer
1920;Athletics;Shot Put;Summer
1920;Athletics;Triple Jump;Summer
1920;Boxing;- 50.8KG (Flyweight);Summer
1920;Boxing;+ 79.38KG (Heavyweight);Summer
1920;Boxing;50.8 - 53.52KG (Bantamweight);Summer
1920;Boxing;53.52 - 57.15KG (Featherweight);Summer
1920;Boxing;57.15 - 61.24KG (Lightweight);Summer
1920;Boxing;61.24 - 66.68KG (Welterweight);Summer
1920;Boxing;66.68 - 72.57KG (Middleweight);Summer
1920;Boxing;72.57 - 79.38KG (Light-Heavyweight);Summer
1920;Cycling Road;Individual Time Trial;Summer
1920;Cycling Road;Team Time Trial;Summer
1920;Cycling Track;2000M Tandem;Summer
1920;Cycling Track;50KM;Summer
1920;Cycling Track;Sprint Indivual;Summer
1920;Cycling Track;Team Pursuit (4000M);Summer
1920;Dressage;Individual;Summer
1920;Eventing;Team;Summer
1920;Jumping;Individual;Summer
1920;Jumping;Team;Summer
1920;Vaulting;Figure Riding Individual;Summer
1920;Vaulting;Figure Riding Team;Summer
1920;Fencing;Épée Individual;Summer
1920;Fencing;Épée Team;Summer
1920;Fencing;Foil Individual;Summer
1920;Fencing;Foil Team;Summer
1920;Fencing;Sabre Individual;Summer
1920;Fencing;Sabre Team;Summer
1920;Football;Football;Summer
1920;Artistic G.;Individual All-Round;Summer
1920;Artistic G.;Team Competition;Summer
1920;Artistic G.;Team, Free System;Summer
1920;Artistic G.;Team, Swedish System;Summer
1920;Hockey;Hockey;Summer
1920;Ice Hockey;Ice Hockey;Summer
1920;Modern Pentath.;Individual Competition;Summer
1920;Polo;Polo;Summer
1920;Rowing;Double Sculls (2X);Summer
1920;Rowing;Eight With Coxswain (8+);Summer
1920;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1920;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1920;Rowing;Single Sculls (1X);Summer
1920;Rugby;Rugby;Summer
1920;Sailing;10M (Rating 1907);Summer
1920;Sailing;10M (Rating 1919);Summer
1920;Sailing;12 Foot Dinghy;Summer
1920;Sailing;12M (Rating 1907);Summer
1920;Sailing;12M (Rating 1919);Summer
1920;Sailing;18 Foot Dinghy;Summer
1920;Sailing;30M Sq;Summer
1920;Sailing;40M Sq;Summer
1920;Sailing;6.5M (Rating 1919);Summer
1920;Sailing;6M (Rating 1907);Summer
1920;Sailing;6M (Rating 1919);Summer
1920;Sailing;7M;Summer
1920;Sailing;8M (Rating 1907);Summer
1920;Sailing;8M (Rating 1919);Summer
1920;Shooting;100M Running Deer, Double Shots;Summer
1920;Shooting;100M Running Deer, Double Shots, Team;Summer
1920;Shooting;100M Running Deer, Single Shots;Summer
1920;Shooting;100M Running Deer, Single Shots, Team;Summer
1920;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1920;Shooting;300+600M Free Rifle, Team, Prone;Summer
1920;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1920;Shooting;300M Free Rifle, Prone, Team;Summer
1920;Shooting;300M Free Rifle, Standing, Team;Summer
1920;Shooting;30M Army Pistol, Team;Summer
1920;Shooting;50M Army Pistol, Team;Summer
1920;Shooting;50M Pistol (60 Shots);Summer
1920;Shooting;50M Small Bore Rifle, Standing, Individual;Summer
1920;Shooting;50M Small Bore Rifle, Team;Summer
1920;Shooting;600M Free Rifle, Prone;Summer
1920;Shooting;600M Free Rifle, Team;Summer
1920;Shooting;Army Rifle, 300M, Prone;Summer
1920;Shooting;Army Rifle, 300M, Standing;Summer
1920;Shooting;Clay Pigeons, Team;Summer
1920;Shooting;Free Rifle, Team;Summer
1920;Shooting;Trap (125 Targets);Summer
1920;Figure skating;Individual;Summer
1920;Figure skating;Pairs;Summer
1920;Tennis;Doubles;Summer
1920;Tennis;Mixed Doubles;Summer
1920;Tennis;Singles;Summer
1920;Tug of War;Tug Of War;Summer
1920;Weightlifting;- 60KG, One-Two Hand 3 Events (Featherweight);Summer
1920;Weightlifting;+ 82.5KG, One-Two Hand 3 Events (Heavyweight);Summer
1920;Weightlifting;60 - 67.5KG, One-Two Hand 3 Events (Lightweight);Summer
1920;Weightlifting;67.5 - 75KG, One-Two Hand 3 Events (Middleweight);Summer
1920;Weightlifting;75 - 82.5KG, One-Two Hand 3 E. (Light-Heavyweight);Summer
1920;Wrestling Free.;- 60KG (Featherweight);Summer
1920;Wrestling Free.;+ 80KG (Heavyweight);Summer
1920;Wrestling Free.;60 - 67.5KG (Lightweight);Summer
1920;Wrestling Free.;67.5 - 75KG (Middleweight);Summer
1920;Wrestling Free.;75 - 80KG (Light-Heavyweight);Summer
1920;Wrestling Gre-R;- 60KG (Featherweight);Summer
1920;Wrestling Gre-R;+ 82KG (Super Heavyweight);Summer
1920;Wrestling Gre-R;60 - 67.5KG (Lightweight);Summer
1920;Wrestling Gre-R;67.5 - 75KG (Middleweight);Summer
1920;Wrestling Gre-R;75 - 82KG (Light-Heavyweight);Summer
1924;Diving;10M Platform;Summer
1924;Diving;3M Springboard;Summer
1924;Diving;Plain High Diving;Summer
1924;Swimming;100M Backstroke;Summer
1924;Swimming;100M Freestyle;Summer
1924;Swimming;1500M Freestyle;Summer
1924;Swimming;200M Breaststroke;Summer
1924;Swimming;400M Freestyle;Summer
1924;Swimming;4X100M Freestyle Relay;Summer
1924;Swimming;4X200M Freestyle Relay;Summer
1924;Water polo;Water Polo;Summer
1924;Athletics;10000M;Summer
1924;Athletics;10000M Walk;Summer
1924;Athletics;100M;Summer
1924;Athletics;110M Hurdles;Summer
1924;Athletics;1500M;Summer
1924;Athletics;200M;Summer
1924;Athletics;3000M Steeplechase;Summer
1924;Athletics;3000M Team;Summer
1924;Athletics;400M;Summer
1924;Athletics;400M Hurdles;Summer
1924;Athletics;4X100M Relay;Summer
1924;Athletics;4X400M Relay;Summer
1924;Athletics;5000M;Summer
1924;Athletics;800M;Summer
1924;Athletics;Cross Country Individual;Summer
1924;Athletics;Cross Country Team;Summer
1924;Athletics;Decathlon;Summer
1924;Athletics;Discus Throw;Summer
1924;Athletics;Hammer Throw;Summer
1924;Athletics;High Jump;Summer
1924;Athletics;Javelin Throw;Summer
1924;Athletics;Long Jump;Summer
1924;Athletics;Marathon;Summer
1924;Athletics;Pentathlon;Summer
1924;Athletics;Pole Vault;Summer
1924;Athletics;Shot Put;Summer
1924;Athletics;Triple Jump;Summer
1924;Boxing;- 50.8KG (Flyweight);Summer
1924;Boxing;+ 79.38KG (Heavyweight);Summer
1924;Boxing;50.8 - 53.52KG (Bantamweight);Summer
1924;Boxing;53.52 - 57.15KG (Featherweight);Summer
1924;Boxing;57.15 - 61.24KG (Lightweight);Summer
1924;Boxing;61.24 - 66.68KG (Welterweight);Summer
1924;Boxing;66.68 - 72.57KG (Middleweight);Summer
1924;Boxing;72.57 - 79.38KG (Light-Heavyweight);Summer
1924;Cycling Road;Individual Road Race;Summer
1924;Cycling Road;Team Time Trial;Summer
1924;Cycling Track;2000M Tandem;Summer
1924;Cycling Track;50KM;Summer
1924;Cycling Track;Sprint Indivual;Summer
1924;Cycling Track;Team Pursuit (4000M);Summer
1924;Dressage;Individual;Summer
1924;Eventing;Individual;Summer
1924;Eventing;Team;Summer
1924;Jumping;Individual;Summer
1924;Jumping;Team;Summer
1924;Fencing;Épée Individual;Summer
1924;Fencing;Épée Team;Summer
1924;Fencing;Foil Individual;Summer
1924;Fencing;Foil Team;Summer
1924;Fencing;Sabre Individual;Summer
1924;Fencing;Sabre Team;Summer
1924;Football;Football;Summer
1924;Artistic G.;Horizontal Bar;Summer
1924;Artistic G.;Individual All-Round;Summer
