ANOOLIMP;NOMEESPORTE;MODALIDADE;TIPOOLIMP
1980;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1980;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1980;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1980;Wrestling Gre-R;+ 100KG (Super Heavyweight);Summer
1980;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1980;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1980;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1980;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1980;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1980;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1980;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1980;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1984;Diving;10M Platform;Summer
1984;Diving;3M Springboard;Summer
1984;Swimming;100M Backstroke;Summer
1984;Swimming;100M Breaststroke;Summer
1984;Swimming;100M Butterfly;Summer
1984;Swimming;100M Freestyle;Summer
1984;Swimming;1500M Freestyle;Summer
1984;Swimming;200M Backstroke;Summer
1984;Swimming;200M Breaststroke;Summer
1984;Swimming;200M Butterfly;Summer
1984;Swimming;200M Freestyle;Summer
1984;Swimming;200M Individual Medley;Summer
1984;Swimming;400M Freestyle;Summer
1984;Swimming;400M Individual Medley;Summer
1984;Swimming;4X100M Freestyle Relay;Summer
1984;Swimming;4X100M Medley Relay;Summer
1984;Swimming;4X200M Freestyle Relay;Summer
1984;Swimming;800M Freestyle;Summer
1984;Synchronized S.;Duet;Summer
1984;Synchronized S.;Solo;Summer
1984;Water polo;Water Polo;Summer
1984;Archery;Individual Fita Round;Summer
1984;Athletics;10000M;Summer
1984;Athletics;100M;Summer
1984;Athletics;100M Hurdles;Summer
1984;Athletics;110M Hurdles;Summer
1984;Athletics;1500M;Summer
1984;Athletics;200M;Summer
1984;Athletics;20KM Walk;Summer
1984;Athletics;3000M;Summer
1984;Athletics;3000M Steeplechase;Summer
1984;Athletics;400M;Summer
1984;Athletics;400M Hurdles;Summer
1984;Athletics;4X100M Relay;Summer
1984;Athletics;4X400M Relay;Summer
1984;Athletics;5000M;Summer
1984;Athletics;50KM Walk;Summer
1984;Athletics;800M;Summer
1984;Athletics;Decathlon;Summer
1984;Athletics;Discus Throw;Summer
1984;Athletics;Hammer Throw;Summer
1984;Athletics;Heptathlon;Summer
1984;Athletics;High Jump;Summer
1984;Athletics;Javelin Throw;Summer
1984;Athletics;Long Jump;Summer
1984;Athletics;Marathon;Summer
1984;Athletics;Pole Vault;Summer
1984;Athletics;Shot Put;Summer
1984;Athletics;Triple Jump;Summer
1984;Basketball;Basketball;Summer
1984;Boxing;- 48KG (Light-Flyweight);Summer
1984;Boxing;+ 91KG (Super Heavyweight);Summer
1984;Boxing;48 - 51KG (Flyweight);Summer
1984;Boxing;51 - 54KG (Bantamweight);Summer
1984;Boxing;54 - 57KG (Featherweight);Summer
1984;Boxing;57 - 60KG (Lightweight);Summer
1984;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1984;Boxing;63.5 - 67KG (Welterweight);Summer
1984;Boxing;67 - 71KG (Light-Middleweight);Summer
1984;Boxing;71-75KG;Summer
1984;Boxing;75 - 81KG (Light-Heavyweight);Summer
1984;Boxing;81 - 91KG (Heavyweight);Summer
1984;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1984;Canoe / Kayak F;C-1 500M (Canoe Single);Summer
1984;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1984;Canoe / Kayak F;C-2 500M (Canoe Double);Summer
1984;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1984;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1984;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1984;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1984;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1984;Canoe / Kayak F;K-4 500M (Kayak Four);Summer
1984;Cycling Road;Individual Road Race;Summer
1984;Cycling Road;Team Time Trial;Summer
1984;Cycling Track;1KM Time Trial;Summer
1984;Cycling Track;Individual Pursuit;Summer
1984;Cycling Track;Points Race;Summer
1984;Cycling Track;Sprint Indivual;Summer
1984;Cycling Track;Team Pursuit (4000M);Summer
1984;Dressage;Individual;Summer
1984;Dressage;Team;Summer
1984;Eventing;Individual;Summer
1984;Eventing;Team;Summer
1984;Jumping;Individual;Summer
1984;Jumping;Team;Summer
1984;Fencing;Épée Individual;Summer
1984;Fencing;Épée Team;Summer
1984;Fencing;Foil Individual;Summer
1984;Fencing;Foil Team;Summer
1984;Fencing;Sabre Individual;Summer
1984;Fencing;Sabre Team;Summer
1984;Football;Football;Summer
1984;Artistic G.;Balance Beam;Summer
1984;Artistic G.;Floor Exercises;Summer
1984;Artistic G.;Horizontal Bar;Summer
1984;Artistic G.;Individual All-Round;Summer
1984;Artistic G.;Parallel Bars;Summer
1984;Artistic G.;Pommel Horse;Summer
1984;Artistic G.;Rings;Summer
1984;Artistic G.;Team Competition;Summer
1984;Artistic G.;Uneven Bars;Summer
1984;Artistic G.;Vault;Summer
1984;Rhythmic G.;Individual All-Round;Summer
1984;Handball;Handball;Summer
1984;Hockey;Hockey;Summer
1984;Judo;- 60 KG;Summer
1984;Judo;+ 95KG (Heavyweight);Summer
1984;Judo;60 - 65KG (Half-Lightweight);Summer
1984;Judo;65 - 71KG (Lightweight);Summer
1984;Judo;71 - 78KG (Half-Middleweight);Summer
1984;Judo;78 - 86KG (Middleweight);Summer
1984;Judo;86 - 95KG (Half-Heavyweight);Summer
1984;Judo;Open Category;Summer
1984;Modern Pentath.;Individual Competition;Summer
1984;Modern Pentath.;Team Competition;Summer
1984;Rowing;Coxless Pair (2-);Summer
1984;Rowing;Double Sculls (2X);Summer
1984;Rowing;Eight With Coxswain (8+);Summer
1984;Rowing;Four Without Coxswain (4-);Summer
1984;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1984;Rowing;Pair Without Coxswain (2-);Summer
1984;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1984;Rowing;Quadruple Sculls With Coxswain (4X);Summer
1984;Rowing;Quadruple Sculls Without Coxswain (4X);Summer
1984;Rowing;Single Sculls (1X);Summer
1984;Sailing;470 - Two Person Dinghy;Summer
1984;Sailing;Board (Windglider);Summer
1984;Sailing;Fleet/Match Race Keelboat Open (Soling);Summer
1984;Sailing;Flying Dutchman;Summer
1984;Sailing;Single-Handed Dinghy (Finn);Summer
1984;Sailing;Tornado - Multihull;Summer
1984;Sailing;Two-Person Keelboat Open (Star);Summer
1984;Shooting;10M Air Rifle (40 Shots);Summer
1984;Shooting;10M Air Rifle (60 Shots);Summer
1984;Shooting;25M Pistol (30+30 Shots);Summer
1984;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1984;Shooting;50M Pistol (60 Shots);Summer
1984;Shooting;50M Rifle 3 Positions (3X20 Shots);Summer
1984;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1984;Shooting;50M Rifle Prone (60 Shots);Summer
1984;Shooting;50M Running Target (30+30 Shots);Summer
1984;Shooting;Skeet (125 Targets);Summer
1984;Shooting;Trap (125 Targets);Summer
1984;Volleyball;Volleyball;Summer
1984;Weightlifting;- 52KG, Total (Flyweight);Summer
1984;Weightlifting;- 56KG, Total (Bantamweight);Summer
1984;Weightlifting;+ 110KG, Total (Super Heavyweight);Summer
1984;Weightlifting;100 - 110KG, Total (Heavyweight);Summer
1984;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1984;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1984;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1984;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1984;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1984;Weightlifting;90 - 100KG, Total (First-Heavyweight);Summer
1984;Wrestling Free.;- 48KG (Light-Flyweight);Summer
1984;Wrestling Free.;+ 100KG (Super Heavyweight);Summer
1984;Wrestling Free.;48 - 52KG (Flyweight);Summer
1984;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1984;Wrestling Free.;57 - 62KG (Featherweight);Summer
1984;Wrestling Free.;62 - 68KG (Lightweight);Summer
1984;Wrestling Free.;68 - 74KG (Welterweight);Summer
1984;Wrestling Free.;74 - 82KG (Middleweight);Summer
1984;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1984;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1984;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1984;Wrestling Gre-R;+ 100KG (Super Heavyweight);Summer
1984;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1984;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1984;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1984;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1984;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1984;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1984;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1984;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1988;Diving;10M Platform;Summer
1988;Diving;3M Springboard;Summer
1988;Swimming;100M Backstroke;Summer
1988;Swimming;100M Breaststroke;Summer
1988;Swimming;100M Butterfly;Summer
1988;Swimming;100M Freestyle;Summer
1988;Swimming;1500M Freestyle;Summer
1988;Swimming;200M Backstroke;Summer
1988;Swimming;200M Breaststroke;Summer
1988;Swimming;200M Butterfly;Summer
1988;Swimming;200M Freestyle;Summer
1988;Swimming;200M Individual Medley;Summer
1988;Swimming;400M Freestyle;Summer
1988;Swimming;400M Individual Medley;Summer
1988;Swimming;4X100M Freestyle Relay;Summer
1988;Swimming;4X100M Medley Relay;Summer
1988;Swimming;4X200M Freestyle Relay;Summer
1988;Swimming;50M Freestyle;Summer
1988;Swimming;800M Freestyle;Summer
1988;Synchronized S.;Duet;Summer
1988;Synchronized S.;Solo;Summer
1988;Water polo;Water Polo;Summer
1988;Archery;Individual Fita Round;Summer
1988;Archery;Teams Fita Round;Summer
1988;Athletics;10000M;Summer
1988;Athletics;100M;Summer
1988;Athletics;100M Hurdles;Summer
1988;Athletics;110M Hurdles;Summer
1988;Athletics;1500M;Summer
1988;Athletics;200M;Summer
1988;Athletics;20KM Walk;Summer
1988;Athletics;3000M;Summer
1988;Athletics;3000M Steeplechase;Summer
1988;Athletics;400M;Summer
1988;Athletics;400M Hurdles;Summer
1988;Athletics;4X100M Relay;Summer
1988;Athletics;4X400M Relay;Summer
1988;Athletics;5000M;Summer
1988;Athletics;50KM Walk;Summer
1988;Athletics;800M;Summer
1988;Athletics;Decathlon;Summer
1988;Athletics;Discus Throw;Summer
1988;Athletics;Hammer Throw;Summer
1988;Athletics;Heptathlon;Summer
1988;Athletics;High Jump;Summer
1988;Athletics;Javelin Throw;Summer
1988;Athletics;Long Jump;Summer
1988;Athletics;Marathon;Summer
1988;Athletics;Pole Vault;Summer
1988;Athletics;Shot Put;Summer
1988;Athletics;Triple Jump;Summer
1988;Basketball;Basketball;Summer
1988;Boxing;- 48KG (Light-Flyweight);Summer
1988;Boxing;+ 91KG (Super Heavyweight);Summer
1988;Boxing;48 - 51KG (Flyweight);Summer
1988;Boxing;51 - 54KG (Bantamweight);Summer
1988;Boxing;54 - 57KG (Featherweight);Summer
1988;Boxing;57 - 60KG (Lightweight);Summer
1988;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1988;Boxing;63.5 - 67KG (Welterweight);Summer
1988;Boxing;67 - 71KG (Light-Middleweight);Summer
1988;Boxing;71-75KG;Summer
1988;Boxing;75 - 81KG (Light-Heavyweight);Summer
1988;Boxing;81 - 91KG (Heavyweight);Summer
1988;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1988;Canoe / Kayak F;C-1 500M (Canoe Single);Summer
1988;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1988;Canoe / Kayak F;C-2 500M (Canoe Double);Summer
1988;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1988;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1988;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1988;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1988;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1988;Canoe / Kayak F;K-4 500M (Kayak Four);Summer
1988;Cycling Road;Individual Road Race;Summer
1988;Cycling Road;Team Time Trial;Summer
1988;Cycling Track;1KM Time Trial;Summer
1988;Cycling Track;Individual Pursuit;Summer
1988;Cycling Track;Points Race;Summer
1988;Cycling Track;Sprint;Summer
1988;Cycling Track;Sprint Indivual;Summer
1988;Cycling Track;Team Pursuit (4000M);Summer
1988;Dressage;Individual;Summer
1988;Dressage;Team;Summer
1988;Eventing;Individual;Summer
1988;Eventing;Team;Summer
1988;Jumping;Individual;Summer
1988;Jumping;Team;Summer
1988;Fencing;Épée Individual;Summer
1988;Fencing;Épée Team;Summer
1988;Fencing;Foil Individual;Summer
1988;Fencing;Foil Team;Summer
1988;Fencing;Sabre Individual;Summer
1988;Fencing;Sabre Team;Summer
1988;Football;Football;Summer
1988;Artistic G.;Balance Beam;Summer
1988;Artistic G.;Floor Exercises;Summer
1988;Artistic G.;Horizontal Bar;Summer
1988;Artistic G.;Individual All-Round;Summer
1988;Artistic G.;Parallel Bars;Summer
1988;Artistic G.;Pommel Horse;Summer
1988;Artistic G.;Rings;Summer
1988;Artistic G.;Team Competition;Summer
1988;Artistic G.;Uneven Bars;Summer
1988;Artistic G.;Vault;Summer
1988;Rhythmic G.;Individual All-Round;Summer
1988;Handball;Handball;Summer
1988;Hockey;Hockey;Summer
1988;Judo;- 60 KG;Summer
1988;Judo;+ 95KG (Heavyweight);Summer
1988;Judo;60 - 65KG (Half-Lightweight);Summer
1988;Judo;65 - 71KG (Lightweight);Summer
1988;Judo;71 - 78KG (Half-Middleweight);Summer
1988;Judo;78 - 86KG (Middleweight);Summer
1988;Judo;86 - 95KG (Half-Heavyweight);Summer
1988;Modern Pentath.;Individual Competition;Summer
1988;Modern Pentath.;Team Competition;Summer
1988;Rowing;Coxless Pair (2-);Summer
1988;Rowing;Double Sculls (2X);Summer
1988;Rowing;Eight With Coxswain (8+);Summer
1988;Rowing;Four Without Coxswain (4-);Summer
1988;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1988;Rowing;Pair Without Coxswain (2-);Summer
1988;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1988;Rowing;Quadruple Sculls Without Coxswain (4X);Summer
1988;Rowing;Single Sculls (1X);Summer
1988;Sailing;470 - Two Person Dinghy;Summer
1988;Sailing;Board (Division Ii);Summer
1988;Sailing;Fleet/Match Race Keelboat Open (Soling);Summer
1988;Sailing;Flying Dutchman;Summer
1988;Sailing;Single-Handed Dinghy (Finn);Summer
1988;Sailing;Tornado - Multihull;Summer
1988;Sailing;Two-Person Keelboat Open (Star);Summer
1988;Shooting;10M Air Pistol (40 Shots);Summer
1988;Shooting;10M Air Pistol (60 Shots);Summer
1988;Shooting;10M Air Rifle (40 Shots);Summer
1988;Shooting;10M Air Rifle (60 Shots);Summer
1988;Shooting;25M Pistol (30+30 Shots);Summer
1988;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1988;Shooting;50M Pistol (60 Shots);Summer
1988;Shooting;50M Rifle 3 Positions (3X20 Shots);Summer
1988;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1988;Shooting;50M Rifle Prone (60 Shots);Summer
1988;Shooting;50M Running Target (30+30 Shots);Summer
1988;Shooting;Skeet (125 Targets);Summer
1988;Shooting;Trap (125 Targets);Summer
1988;Table Tennis;Doubles;Summer
1988;Table Tennis;Singles;Summer
1988;Tennis;Doubles;Summer
1988;Tennis;Singles;Summer
1988;Volleyball;Volleyball;Summer
1988;Weightlifting;- 52KG, Total (Flyweight);Summer
1988;Weightlifting;- 56KG, Total (Bantamweight);Summer
1988;Weightlifting;+ 110KG, Total (Super Heavyweight);Summer
1988;Weightlifting;100 - 110KG, Total (Heavyweight);Summer
1988;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1988;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1988;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1988;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1988;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1988;Weightlifting;90 - 100KG, Total (First-Heavyweight);Summer
1988;Wrestling Free.;- 48KG (Light-Flyweight);Summer
1988;Wrestling Free.;100 - 130KG (Super Heavyweight);Summer
1988;Wrestling Free.;48 - 52KG (Flyweight);Summer
1988;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1988;Wrestling Free.;57 - 62KG (Featherweight);Summer
1988;Wrestling Free.;62 - 68KG (Lightweight);Summer
1988;Wrestling Free.;68 - 74KG (Welterweight);Summer
1988;Wrestling Free.;74 - 82KG (Middleweight);Summer
1988;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1988;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1988;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1988;Wrestling Gre-R;100 - 130KG (Super Heavyweight);Summer
1988;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1988;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1988;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1988;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1988;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1988;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1988;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1988;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1992;Diving;10M Platform;Summer
1992;Diving;3M Springboard;Summer
1992;Swimming;100M Backstroke;Summer
1992;Swimming;100M Breaststroke;Summer
1992;Swimming;100M Butterfly;Summer
1992;Swimming;100M Freestyle;Summer
1992;Swimming;1500M Freestyle;Summer
1992;Swimming;200M Backstroke;Summer
1992;Swimming;200M Breaststroke;Summer
1992;Swimming;200M Butterfly;Summer
1992;Swimming;200M Freestyle;Summer
1992;Swimming;200M Individual Medley;Summer
1992;Swimming;400M Freestyle;Summer
1992;Swimming;400M Individual Medley;Summer
1992;Swimming;4X100M Freestyle Relay;Summer
1992;Swimming;4X100M Medley Relay;Summer
1992;Swimming;4X200M Freestyle Relay;Summer
1992;Swimming;50M Freestyle;Summer
1992;Swimming;800M Freestyle;Summer
1992;Synchronized S.;Duet;Summer
1992;Synchronized S.;Solo;Summer
1992;Water polo;Water Polo;Summer
1992;Archery;Individual (Fita Olympic Round - 70M);Summer
1992;Archery;Team (Fita Olympic Round - 70M);Summer
1992;Athletics;10000M;Summer
1992;Athletics;10000M Walk;Summer
1992;Athletics;100M;Summer
1992;Athletics;100M Hurdles;Summer
1992;Athletics;110M Hurdles;Summer
1992;Athletics;1500M;Summer
1992;Athletics;200M;Summer
1992;Athletics;20KM Walk;Summer
1992;Athletics;3000M;Summer
1992;Athletics;3000M Steeplechase;Summer
1992;Athletics;400M;Summer
1992;Athletics;400M Hurdles;Summer
1992;Athletics;4X100M Relay;Summer
1992;Athletics;4X400M Relay;Summer
1992;Athletics;5000M;Summer
1992;Athletics;50KM Walk;Summer
1992;Athletics;800M;Summer
1992;Athletics;Decathlon;Summer
1992;Athletics;Discus Throw;Summer
1992;Athletics;Hammer Throw;Summer
1992;Athletics;Heptathlon;Summer
1992;Athletics;High Jump;Summer
1992;Athletics;Javelin Throw;Summer
1992;Athletics;Long Jump;Summer
1992;Athletics;Marathon;Summer
1992;Athletics;Pole Vault;Summer
1992;Athletics;Shot Put;Summer
1992;Athletics;Triple Jump;Summer
1992;Badminton;Doubles;Summer
1992;Badminton;Singles;Summer
1992;Baseball;Baseball;Summer
1992;Basketball;Basketball;Summer
1992;Boxing;- 48KG (Light-Flyweight);Summer
1992;Boxing;+ 91KG (Super Heavyweight);Summer
1992;Boxing;48 - 51KG (Flyweight);Summer
1992;Boxing;51 - 54KG (Bantamweight);Summer
1992;Boxing;54 - 57KG (Featherweight);Summer
1992;Boxing;57 - 60KG (Lightweight);Summer
1992;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1992;Boxing;63.5 - 67KG (Welterweight);Summer
1992;Boxing;67 - 71KG (Light-Middleweight);Summer
1992;Boxing;71-75KG;Summer
1992;Boxing;75 - 81KG (Light-Heavyweight);Summer
1992;Boxing;81 - 91KG (Heavyweight);Summer
1992;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1992;Canoe / Kayak F;C-1 500M (Canoe Single);Summer
1992;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1992;Canoe / Kayak F;C-2 500M (Canoe Double);Summer
1992;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1992;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1992;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1992;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1992;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1992;Canoe / Kayak F;K-4 500M (Kayak Four);Summer
1992;Canoe / Kayak S;C-1 (Canoe Single);Summer
1992;Canoe / Kayak S;C-2 (Canoe Double);Summer
1992;Canoe / Kayak S;K-1 (Kayak Single);Summer
1992;Cycling Road;Individual Road Race;Summer
1992;Cycling Road;Team Time Trial;Summer
1992;Cycling Track;1KM Time Trial;Summer
1992;Cycling Track;Individual Pursuit;Summer
1992;Cycling Track;Points Race;Summer
1992;Cycling Track;Sprint;Summer
1992;Cycling Track;Sprint Indivual;Summer
1992;Cycling Track;Team Pursuit (4000M);Summer
1992;Dressage;Individual;Summer
1992;Dressage;Team;Summer
1992;Eventing;Individual;Summer
1992;Eventing;Team;Summer
1992;Jumping;Individual;Summer
1992;Jumping;Team;Summer
1992;Fencing;Épée Individual;Summer
1992;Fencing;Épée Team;Summer
1992;Fencing;Foil Individual;Summer
1992;Fencing;Foil Team;Summer
1992;Fencing;Sabre Individual;Summer
1992;Fencing;Sabre Team;Summer
1992;Football;Football;Summer
1992;Artistic G.;Balance Beam;Summer
1992;Artistic G.;Floor Exercises;Summer
1992;Artistic G.;Horizontal Bar;Summer
1992;Artistic G.;Individual All-Round;Summer
1992;Artistic G.;Parallel Bars;Summer
1992;Artistic G.;Pommel Horse;Summer
1992;Artistic G.;Rings;Summer
1992;Artistic G.;Team Competition;Summer
1992;Artistic G.;Uneven Bars;Summer
1992;Artistic G.;Vault;Summer
1992;Rhythmic G.;Individual All-Round;Summer
1992;Handball;Handball;Summer
1992;Hockey;Hockey;Summer
1992;Judo;- 48KG (Extra-Lightweight);Summer
1992;Judo;- 60 KG;Summer
1992;Judo;+ 72KG (Heavyweight);Summer
1992;Judo;+ 95KG (Heavyweight);Summer
1992;Judo;48 - 52KG (Half-Lightweight);Summer
1992;Judo;52 - 56KG (Lightweight);Summer
1992;Judo;56 - 61KG (Half-Middleweight);Summer
1992;Judo;60 - 65KG (Half-Lightweight);Summer
1992;Judo;61 - 66KG (Middleweight);Summer
1992;Judo;65 - 71KG (Lightweight);Summer
1992;Judo;66 - 72KG (Half-Heavyweight);Summer
1992;Judo;71 - 78KG (Half-Middleweight);Summer
1992;Judo;78 - 86KG (Middleweight);Summer
1992;Judo;86 - 95KG (Half-Heavyweight);Summer
1992;Modern Pentath.;Individual Competition;Summer
1992;Modern Pentath.;Team Competition;Summer
1992;Rowing;Coxless Four (4-);Summer
1992;Rowing;Coxless Pair (2-);Summer
1992;Rowing;Double Sculls (2X);Summer
1992;Rowing;Eight With Coxswain (8+);Summer
1992;Rowing;Four Without Coxswain (4-);Summer
1992;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1992;Rowing;Pair Without Coxswain (2-);Summer
1992;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1992;Rowing;Quadruple Sculls Without Coxswain (4X);Summer
1992;Rowing;Single Sculls (1X);Summer
1992;Sailing;470 - Two Person Dinghy;Summer
1992;Sailing;Board (Lechner);Summer
1992;Sailing;Fleet/Match Race Keelboat Open (Soling);Summer
1992;Sailing;Flying Dutchman;Summer
1992;Sailing;Single-Handed Dinghy (Europe);Summer
1992;Sailing;Single-Handed Dinghy (Finn);Summer
1992;Sailing;Tornado - Multihull;Summer
1992;Sailing;Two-Person Keelboat Open (Star);Summer
1992;Shooting;10M Air Pistol (40 Shots);Summer
1992;Shooting;10M Air Pistol (60 Shots);Summer
1992;Shooting;10M Air Rifle (40 Shots);Summer
1992;Shooting;10M Air Rifle (60 Shots);Summer
1992;Shooting;25M Pistol (30+30 Shots);Summer
1992;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1992;Shooting;50M Pistol (60 Shots);Summer
1992;Shooting;50M Rifle 3 Positions (3X20 Shots);Summer
1992;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1992;Shooting;50M Rifle Prone (60 Shots);Summer
1992;Shooting;50M Running Target (30+30 Shots);Summer
1992;Shooting;Skeet (125 Targets);Summer
1992;Shooting;Trap (125 Targets);Summer
1992;Table Tennis;Doubles;Summer
1992;Table Tennis;Singles;Summer
1992;Tennis;Doubles;Summer
1992;Tennis;Singles;Summer
1992;Volleyball;Volleyball;Summer
1992;Weightlifting;- 52KG, Total (Flyweight);Summer
1992;Weightlifting;- 56KG, Total (Bantamweight);Summer
1992;Weightlifting;+ 110KG, Total (Super Heavyweight);Summer
1992;Weightlifting;100 - 110KG, Total (Heavyweight);Summer
1992;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1992;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1992;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1992;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1992;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1992;Weightlifting;90 - 100KG, Total (First-Heavyweight);Summer
1992;Wrestling Free.;- 48KG (Light-Flyweight);Summer
1992;Wrestling Free.;100 - 130KG (Super Heavyweight);Summer
1992;Wrestling Free.;48 - 52KG (Flyweight);Summer
1992;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1992;Wrestling Free.;57 - 62KG (Featherweight);Summer
1992;Wrestling Free.;62 - 68KG (Lightweight);Summer
1992;Wrestling Free.;68 - 74KG (Welterweight);Summer
1992;Wrestling Free.;74 - 82KG (Middleweight);Summer
1992;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1992;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1992;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1992;Wrestling Gre-R;100 - 130KG (Super Heavyweight);Summer
1992;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1992;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1992;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1992;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1992;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1992;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1992;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1992;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1996;Diving;10M Platform;Summer
1996;Diving;3M Springboard;Summer
1996;Swimming;100M Backstroke;Summer
1996;Swimming;100M Breaststroke;Summer
1996;Swimming;100M Butterfly;Summer
1996;Swimming;100M Freestyle;Summer
1996;Swimming;1500M Freestyle;Summer
1996;Swimming;200M Backstroke;Summer
1996;Swimming;200M Breaststroke;Summer
1996;Swimming;200M Butterfly;Summer
